word,meaning
route,: a traveled way : highway
router,: one that routs: such as
routh,: plenty
routine,: a regular course of procedure
routineer,: one that adheres to or insists on routine
routinely,: as a matter of regular occurrence
routing,: a state of wild confusion or disorderly retreat
routinist,: routineer
routinization,: to discipline in or reduce to a routine
routinize,: to discipline in or reduce to a routine
routous,": noisy, uproarious"
routously,": uproariously, noisily"
rove,: to move aimlessly : roam
rover,: pirate
roving,: not restricted as to location or area of concern
row,: to propel a boat by means of oars
rowable,: capable of being rowed or rowed upon
rowan,: european mountain ash
rowanberry,: rowan sense 2
rowboat,: a small boat designed to be rowed
rowdily,: coarse or boisterous in behavior : rough
rowdiness,: coarse or boisterous in behavior : rough
rowdy,: coarse or boisterous in behavior : rough
rowdydow,": noisy excitement : hubbub, to-do"
rowdydowdy,": boisterous, vulgar"
rowdyish,: coarse or boisterous in behavior : rough
rowdyism,: rowdy character or behavior
rowed,: to propel a boat by means of oars
rowel,: a revolving disk with sharp marginal points at the end of a spur
rowen,: aftermath sense 1
rower,: to propel a boat by means of oars
rowet,: aftermath sense 1
rowing,: the propelling of a boat by means of oars : the action of one that rows
Rowland,Frank Sherwood 1927�2012 American chemist
rowlandite,: a massive grayish green yttrium silicate containing iron and fluorine
rowlock,: oarlock
rowport,: an opening in the side of a small sailing ship to allow for the use of sweeps in calm weather
rowy,: of uneven texture or appearance : streaked
Roxburgh,former county of southeastern Scotland; capital Jedburgh
Roxbury,: bittersweet sense 2b
Roxolani,": an ancient Sarmatian people living northeast of the Black sea, sometimes preying upon the Roman provinces, and sometimes serving as Roman auxiliaries"
Roy,"city in northern Utah southwest of Ogden population 36,884"
royal,: of kingly ancestry
royale,": an egg custard cooked and set in a mold, cut into various shapes when cold, and added as a garnish to clear soups"
royalism,: monarchism
royalist,: an adherent of a king or of monarchical government: such as
royalize,: to make royal
royally,: by persons of royal rank or lineage
royalty,: royal status or power : sovereignty
Royena,: a genus of southern African shrubs or trees (family Ebenaceae) having monoclinous flowers with bell-shaped accrescent calyx and reflexed corolla lobes  � see african bladdernut
royet,": unruly, wild"
Roystonea,": a genus of chiefly West Indian pinnate-leaved palms with smooth often spindle-shaped stems and large graceful leaves  � see cabbage palm, royal palm"
ruana,: a woolen covering resembling a poncho
rub,: to move along the surface of a body with pressure : grate
rubasse,: a quartz stained a ruby red
rubato,: a fluctuation of tempo within a musical phrase often against a rhythmically steady accompaniment
rubbed,: to move along the surface of a body with pressure : grate
rubber,: one that rubs
rubberize,: to coat or impregnate with rubber or a rubber solution
rubberneck,: an overly inquisitive person
rubbernecker,: an overly inquisitive person
rubbernose,: lake sturgeon
rubbers,: one that rubs
rubbery,": resembling rubber (as in elasticity, consistency, or texture)"
rubbing,": an image of a raised, incised, or textured surface obtained by placing paper over it and rubbing the paper with a colored substance"
rubbish,: useless waste or rejected matter : trash
rubbishing,: rubbishy
rubbishingly,: rubbishy
rubbishly,: rubbishy
rubbishy,: useless waste or rejected matter : trash
rubble,: broken fragments (as of rock) resulting from the decay or destruction of a building
rubblestone,: rubble
rubblework,: masonry of unsquared or rudely squared stones that are irregular in size and shape
rubbly,": relating to, abounding in, composed of, or resembling rubble"
rubdown,: a brisk rubbing of the body (as to relax fatigued muscles)
Rube,: an awkward unsophisticated person : rustic
rubefacient,: causing redness (as of the skin)
rubefaction,: the act or process of causing redness
rubella,: german measles
rubellite,: a red tourmaline used as a gem
Rubensian,Peter Paul 1577�1640 Flemish painter
rubeola,: measles sense 1a
rubeolar,: measles sense 1a
ruberythric,: a yellow crystalline acidic glycoside C25H26O13 occurring in madder root and yielding alizarin and primeverose on hydrolysis
ruberythrinic,: ruberythric acid
rubescence,: the quality or state of being rubescent
rubescent,": growing or becoming red : erubescent, reddening, flushing"
Rubia,: a genus (the type of the family Rubiaceae) of Old World herbs having pentamerous flowers and fleshy fruit  � see madder
Rubiaceae,": a family of mostly tropical herbs, shrubs, and trees (order Rubiales) of very diverse habits having opposite stipulate leaves and regular flowers with the stamens borne on the corolla tube and a 1- to 10-celled ovary usually with numerous ovules that becomes in fruit a capsule, a berry, or one or more distinct nutlets"
rubiaceous,": a family of mostly tropical herbs, shrubs, and trees (order Rubiales) of very diverse habits having opposite stipulate leaves and regular flowers with the stamens borne on the corolla tube and a 1- to 10-celled ovary usually with numerous ovules that becomes in fruit a capsule, a berry, or one or more distinct nutlets"
Rubiales,": an order of dicotyledonous plants having opposite leaves, an inferior compound ovary, and epigynous stamens equal in number to the lobes of the corolla"
rubicelle,: a ruby spinel of a yellow or orange-red color
Rubicon,: a bounding or limiting line
rubicund,: ruddy
rubicundity,: ruddy
rubidic,: of or relating to rubidium
rubidium,: a soft silvery metallic element of the alkali metal group that reacts violently with water and bursts into flame spontaneously in air  � see Chemical Elements Table
rubied,: made like a ruby in color
rubify,: to make red : redden
rubiginous,: of or marked with a rusty red color : ferruginous
rubijervine,: a nonpoisonous crystalline alkaloid C27H43NO2 found with jervine in green and white hellebore
rubine,: ruby
rubious,": red, ruby"
ruble,the basic monetary unit of Russia  � see Money Table
rubor,: redness of the skin (as from inflammation)
rubric,: an authoritative rule
rubrical,: an authoritative rule
rubrically,: an authoritative rule
rubricate,: to write or print as a rubric
rubrication,: to write or print as a rubric
rubricator,: to write or print as a rubric
rubrician,: one skilled in the knowledge of or tenaciously adhering to a rubric
rubricity,: redness
rubrospinal,": of, relating to, or connecting the red nucleus and the spinal cord"
rubstone,": a sandstone or grit for scouring, polishing, or sharpening"
Rubus,": any of a genus (Rubus) of plants (such as a blackberry or a raspberry) of the rose family with leaves that typically have three to seven leaflets or that are simple and lobed, white or pink flowers, usually prickly stems, and a mass of carpels ripening into an aggregate fruit composed of many drupelets"
ruby,: a precious stone that is a red corundum
rubytail,: any of various cuckoo wasps
rubythroat,: ruby-throated hummingbird
rucervine,": of, relating to, or like a deer of a genus (Rucervus) that is now usually made a subgenus of Cervus"
ruche,": a pleated, fluted, or gathered strip of fabric used for trimming"
ruching,": a pleated, fluted, or gathered strip of fabric used for trimming"
ruck,: the usual run of persons or things : generality
ruckle,: to make a hoarse rattling sound (as from suffocation)
ruckling,: to make a hoarse rattling sound (as from suffocation)
rucksack,: a bag that is strapped to the back with two shoulder straps and is used for carrying personal belongings and supplies : knapsack
ruckus,": a noisy fight or disturbance : row, commotion"
ructation,: belch
ruction,: a noisy fight
rud,: a ruddy color : redness
rudas,: an ugly foul-mouthed old hag : beldam
Rudbeckia,: any of a genus (Rudbeckia) of North American chiefly perennial composite herbs having showy flower heads with mostly yellow ray flowers and a usually conical scaly receptacle
rudd,: a freshwater Eurasian cyprinid fish (Scardinius erythrophthalmus) resembling the golden shiner
rudder,: an underwater blade that is positioned at the stern of a boat or ship and controlled by its helm and that when turned causes the vessel's head to turn in the same direction
rudderhead,: the upper end of a rudderstock to which the tiller is attached
rudderhole,: a hole in a deck through which a rudderstock passes
rudderless,: an underwater blade that is positioned at the stern of a boat or ship and controlled by its helm and that when turned causes the vessel's head to turn in the same direction
rudderpost,: the shaft of a rudder
rudderstock,: the shaft of a rudder
ruddily,: having a healthy reddish color
ruddiness,: having a healthy reddish color
ruddle,: red ocher
ruddleman,: a dealer in red ocher
ruddock,: robin sense 1a
ruddy,: having a healthy reddish color
rude,: being in a rough or unfinished state : crude
rudely,: being in a rough or unfinished state : crude
rudeness,: the quality or state of being rude
rudenture,: cabling
ruderal,: growing where the natural vegetational cover has been disturbed by humans
rudesby,: an uncivil turbulent person
rudiment,: a basic principle or element or a fundamental skill
rudimental,: a basic principle or element or a fundamental skill
rudimentarily,: consisting in first principles : fundamental
rudimentariness,: consisting in first principles : fundamental
rudimentary,: consisting in first principles : fundamental
rudimentation,: the formation of a vestigial organ by continuous lagging in development  � compare aphanisia
rudish,: somewhat rude
Rudista,": a division of Eulamellibranchia comprising extinct chiefly Cretaceous bivalve mollusks with one valve elongate, conical, and thick-shelled and the other small and fitting like a lid on the first"
rudistan,": a division of Eulamellibranchia comprising extinct chiefly Cretaceous bivalve mollusks with one valve elongate, conical, and thick-shelled and the other small and fitting like a lid on the first"
rudistid,": a division of Eulamellibranchia comprising extinct chiefly Cretaceous bivalve mollusks with one valve elongate, conical, and thick-shelled and the other small and fitting like a lid on the first"
Rudmasday,:  holy-rood day
Rudolf,1858�1889 archduke and crown prince of Austria
rue,": to feel penitence, remorse, or regret for"
rueful,: exciting pity or sympathy : pitiable
ruefully,: exciting pity or sympathy : pitiable
ruefulness,: exciting pity or sympathy : pitiable
ruelle,: the space between a bed and the wall
Ruellia,: a very large genus of chiefly tropical American herbs and shrubs (family Acanthaceae) that have showy solitary or paniculate flowers with the simple or 2-lobed style recurved at the apex and the ovary 2-celled
rufescence,: the quality or state of being rufescent : a reddish or bronze color
rufescent,: reddish
ruff,: a small freshwater European perch (Acerina cernua)
ruffed,: a small freshwater European perch (Acerina cernua)
ruffian,: a brutal person : bully
ruffianish,: ruffianly
ruffianism,: a brutal person : bully
ruffianize,: to act in a ruffianly manner
ruffianlike,: appropriate to or resembling a ruffian
ruffianly,: a brutal person : bully
ruffiano,: ruffian
ruffle,": roughen, abrade"
ruffled,: affected by a loss of calmness or composure
ruffler,: a vagabond rogue or beggar of the 16th century often professing to be an injured soldier
ruffling,": roughen, abrade"
ruffly,": roughen, abrade"
rufous,: reddish
rufter,: a hood for a newly taken hawk
Rufus,: rufous
rufus,: rufous
rug,: lap robe
ruga,: an anatomical fold or wrinkle (as of the gastric mucous membranes)
rugate,": wrinkled, rugose"
Rugbeian,: a pupil or alumnus of Rugby School
Rugby,": a football game in which play is continuous without time-outs or substitutions, interference and forward passing are not permitted, and kicking, dribbling, lateral passing, and tackling are featured"
rugged,: having a rough uneven surface : jagged
ruggedly,: having a rough uneven surface : jagged
ruggedness,: having a rough uneven surface : jagged
Rugger,: rugby
rugging,: a coarse plainwoven woolen cloth with a thick nap used as floor covering
ruggy,": rugged, rough"
rugheaded,: having shaggy hair
Rugosa,: any of various hardy thorny garden roses descended from a rose (Rosa rugosa) introduced from China and Japan
rugosa,: any of various hardy thorny garden roses descended from a rose (Rosa rugosa) introduced from China and Japan
rugose,: full of wrinkles
rugosity,: full of wrinkles
rugous,": wrinkled, rugose"
rugulose,: having small rugae : finely wrinkled
ruin,: to damage irreparably
ruinate,: brought to a state of ruin
ruination,": ruin, destruction"
ruinator,": destroyer, ruiner"
ruined,: to damage irreparably
ruiner,: to damage irreparably
ruing,": to feel penitence, remorse, or regret for"
ruiniform,: having the appearance of ruins
ruinous,": dilapidated, ruined"
ruinously,": dilapidated, ruined"
ruinousness,": dilapidated, ruined"
rulable,: capable of being ruled
rule,: a prescribed guide for conduct or action
ruleless,: not restrained or regulated by law
ruler,: one that rules
rulership,: one that rules
ruling,": an official or authoritative decision, decree, statement, or interpretation (as by a judge on a point of law)"
rullion,: a large rough-looking person or creature
Rum,: an alcoholic beverage distilled from a fermented cane product (such as molasses)
rum,: an alcoholic beverage distilled from a fermented cane product (such as molasses)
rumal,: a usually silk plainwoven Indian fabric used for dresses and handkerchiefs
Ruman,: romanian
rumble,: to make a low heavy rolling sound
rumblegarie,: careless and disorderly in action or manner : harum-scarum
rumblegumption,": good judgment : sense, intelligence"
rumbler,: to make a low heavy rolling sound
rumbling,: rumble
rumblingly,: in a rumbling manner
rumbly,: tending to rumble or rattle
rumbo,: grog
rumbowling,: grog
rumbullion,: rum
rumbustical,: rambunctious
rumbustious,: rambunctious
rumbustiousness,: rambunctious
Rumelian,": of, relating to, or characteristic of Rumelia, former European division of the Turkish Empire"
rumen,": the large first compartment of the stomach of a ruminant in which cellulose is broken down by the action of symbiotic microorganisms  � compare abomasum, omasum, reticulum"
rumenitis,: inflammation of the rumen
rumenocentesis,: puncture of the rumen with a trocar and cannula to permit the escape of gas
rumenotomy,: surgical incision into the rumen
Rumex,: a genus of herbs and shrubs of the buckwheat family (Polygonaceae) that are mainly native to temperate regions of the northern hemisphere and used as potherbs and in folk medicine
rumfustian,": a hot drink composed of strong beer, wine, gin, egg yolks, sugar, and spices"
ruminal,": the large first compartment of the stomach of a ruminant in which cellulose is broken down by the action of symbiotic microorganisms  � compare abomasum, omasum, reticulum"
ruminant,: an animal that chews the cud
Ruminantia,": a suborder of Artiodactyla comprising even-toed hoofed mammals (as sheep, giraffes, deer, and camels) that chew the cud and have a complex 3- or 4-chambered stomach  � compare abomasum, omasum, reticulum, rumen  � see pecora , tragulina, tylopoda"
ruminantly,: an animal that chews the cud
ruminate,: to go over in the mind repeatedly and often casually or slowly
ruminating,: to go over in the mind repeatedly and often casually or slowly
ruminatingly,: in a ruminant manner
rumination,: to go over in the mind repeatedly and often casually or slowly
ruminative,: to go over in the mind repeatedly and often casually or slowly
ruminatively,: to go over in the mind repeatedly and often casually or slowly
ruminator,: to go over in the mind repeatedly and often casually or slowly
rumkin,: a drinking vessel
rumless,: lacking rum
rummage,: to make a thorough search or investigation
rummager,: to make a thorough search or investigation
rummer,: a large-bowled footed drinking glass often elaborately etched or engraved
rummy,: any of several card games for two or more players in which each player tries to assemble groups of three or more cards of the same rank or of consecutive sequence in the same suit and to be the first to meld them all  � see also gin rummy
rumness,": the quality or state of being rum : oddity, idiosyncracy"
rumor,: talk or opinion widely disseminated with no discernible source
rumorer,: rumormonger
rumormonger,: a person who spreads rumors
rumorous,: murmuring
rump,: the upper rounded part of the hindquarters of a quadruped mammal
Rumper,: a member or supporter of the Rump Parliament
rumple,": fold, wrinkle"
rumpless,: lacking the coccygeal vertebrae
rumply,: having rumples
rumpus,: a usually noisy commotion
rumrunner,: a person or ship engaged in bringing prohibited liquor ashore or across a border
rumrunning,: a person or ship engaged in bringing prohibited liquor ashore or across a border
rumshop,": a commercial establishment where alcoholic liquors are sold : bar, saloon"
run,: to go faster than a walk
runabout,: one who wanders about : stray
runagate,: vagabond
runaround,: deceptive or delaying action especially in response to a request
runaway,": one that runs away from danger, duty, or restraint : fugitive"
runback,: a run made in football after catching an opponent's kick or intercepting a pass
runboard,: running board
runby,: to go faster than a walk
runch,: charlock
runchweed,: charlock
runcinate,: pinnately cut with the lobes pointing downward
rundale,: a distribution of lands among tenants or owners in Scotland and Ireland by which the land is apportioned so that a single tenant's or owner's holding consists of strips lying between those of others
Rundi,": a Bantu-speaking people of Urundi, East Africa"
rundle,: a step of a ladder : rung
rundlet,: a small barrel : keg
rune,: any of the characters of any of several alphabets used by the Germanic peoples from about the 3rd to the 13th centuries
runed,: inscribed with runes
runelike,: resembling a rune
runesmith,: one that writes in or deciphers runes
runestaff,: clog almanac
runfish,: a spent salmon
rung,: a rounded crosspiece between the legs of a chair
rungless,: lacking rungs
runholder,: one that owns or leases a run
runic,: any of the characters of any of several alphabets used by the Germanic peoples from about the 3rd to the 13th centuries
runiform,: resembling the ancient runes in form or appearance
runite,: graphic granite
runless,: to go faster than a walk
runlet,": rivulet, streamlet"
runnable,: capable of being run
runnel,": rivulet, streamlet"
runner,: one that runs : racer
running,: the action of running
runningly,": in a running, rapid, or flowing manner"
runny,: having a tendency to run: such as
runoff,": a final race, contest, or election to decide an earlier one that has not resulted in a decision in favor of any one competitor"
runologist,: a specialist in the study of runes and runic writings
runology,: the study of runes and runic writings
runout,: to come to an end : expire
runover,: matter for publication that exceeds the space allotted
runproof,: resistant to runs
runrig,: rundale
runround,: runaround
runt,: a hardened stalk or stem of a plant
runted,": runty, stunted"
runtiness,: a hardened stalk or stem of a plant
runtish,: a hardened stalk or stem of a plant
runty,: a hardened stalk or stem of a plant
runway,: a beaten path made by animals
rupee,"the basic monetary unit of India, Mauritius, Nepal, Pakistan, Seychelles, and Sri Lanka  � see Money Table"
Rupert,Prince 1619�1682 Count Palatine of Rhine and Duke of Bavaria English (German-born) Royalist general and admiral
rupestral,: composed of rock : inscribed on rocks
rupestrian,: composed of rock : inscribed on rocks
rupestrine,: rupicolous
rupia,: an eruption occurring especially in tertiary syphilis consisting of vesicles having an inflamed base and filled with serous purulent or bloody fluid which dries up and forms large blackish conical crusts
rupiah,the basic monetary unit of Indonesia  � see Money Table
rupial,: an eruption occurring especially in tertiary syphilis consisting of vesicles having an inflamed base and filled with serous purulent or bloody fluid which dries up and forms large blackish conical crusts
Rupicapra,: a genus of mammals (family Bovidae) consisting of the chamois
rupicaprine,: of or relating to the genus Rupicapra
Rupicola,: a genus of birds (family Cotingidae) containing the cock of the rock
rupicoline,": living among, inhabiting, or growing on rocks"
rupicolous,": living among, inhabiting, or growing on rocks"
rupie,: the basic monetary unit of former German East Africa (1891�1914)
Ruppia,": a small genus of widely distributed submerged marine herbs (family Hydrocharitaceae) having capillary stems, slender alternate leaves, and monoecious flowers destitute of perianth  � see ditch grass"
rupture,: breach of peace or concord
ruptured,: breach of peace or concord
rupturewort,: a plant of the genus Herniaria
rural,": of or relating to the country, country people or life, or agriculture"
ruralism,: the quality or state of being rural
ruralist,: one who lives in a rural area
rurality,": of or relating to the country, country people or life, or agriculture"
ruralization,: the act of becoming ruralized
ruralize,: to make rural : give a rural appearance to
rurally,": of or relating to the country, country people or life, or agriculture"
rurban,": of, relating to, or constituting an area which is chiefly residential but where some farming is carried on"
ruridecanal,: of or relating to a rural dean
rurigenous,: born or living in the country
Ruritanian,": of, relating to, or having the characteristics of an imaginary place of high romance"
ruru,: the New Zealand boobook owl
Rus,: country in the city : a city garden or park evoking the rural countryside
Rusa,: sambar
Ruscus,": a small genus of European evergreen shrubs (family Liliaceae) with leaflike phylloclades, small greenish flowers, and red berries  � see butcher's-broom"
ruse,: a wily subterfuge
rush,": any of various monocotyledonous often tufted marsh plants (as of the genera Juncus and Luzula of the family Juncaceae, the rush family) with cylindrical often hollow stems which are used in bottoming chairs and plaiting mats"
rushed,": any of various monocotyledonous often tufted marsh plants (as of the genera Juncus and Luzula of the family Juncaceae, the rush family) with cylindrical often hollow stems which are used in bottoming chairs and plaiting mats"
rushen,: made of rushes
rusher,: one that rushes
rushing,: the act of advancing a football by running plays : the use of running plays
rushlight,: a candle that consists of the pith of a rush dipped in grease
rushlike,: resembling a rush
rushy,": any of various monocotyledonous often tufted marsh plants (as of the genera Juncus and Luzula of the family Juncaceae, the rush family) with cylindrical often hollow stems which are used in bottoming chairs and plaiting mats"
Rusin,:  ruthenian
rusine,: sambar
rusk,: hard crisp bread originally used as ship's stores
ruskin,"John 1819�1900 English essayist, critic, and reformer"
Ruskinian,"John 1819�1900 English essayist, critic, and reformer"
rusot,: an extract from the wood or roots of various shrubs of the genus Berberis that is used in India mixed with opium as an application to infected eyelids
Russ,: russian
russel,: a strong twilled woolen cloth for clothing and shoes
Russelia,": a genus of often nearly leafless Mexican shrubs (family Scrophulariaceae) having red flowers with a tubular corolla, four stamens, and a nearly globose 2-celled capsule  � see coral plant sense 2 c"
Russell,Bertrand Arthur William 1872�1970 3rd Earl Russell grandson of John Russell English mathematician and philosopher
Russellite,: a follower of the teachings of Charles T. Russell :  jehovah's witness
Russene,:  ruthenian
russet,: coarse homespun usually reddish-brown cloth
russeting,: a brownish roughened area on the skin of fruit (such as apples) caused by injury
russetish,: somewhat russet in color
russety,: somewhat russet in color
Russia,"independent country in eastern Europe and northern Asia bordering on the Arctic and Pacific oceans and on the Baltic and Black seas and covering the largest area of any country in the world; capital Moscow area 6,601,668 square miles (17,098,242 square kilometers), population 142,123,000"
russia,"independent country in eastern Europe and northern Asia bordering on the Arctic and Pacific oceans and on the Baltic and Black seas and covering the largest area of any country in the world; capital Moscow area 6,601,668 square miles (17,098,242 square kilometers), population 142,123,000"
Russian,: a native or inhabitant of Russia
Russianism,: a special interest in or attachment to Russia or the Russian people
Russianization,: to make Russian
Russianize,: to make Russian
Russification,: russianize
Russify,: russianize
Russism,": a word, expression, or language characteristic or distinctive of Russian"
Russniak,:  ruthenian
Russophile,: one who admires or supports Russia or Russian policy
Russophobia,: fear or dislike of Russia or Russian policy
russud,: grain or forage provided by local Indian officers at a military camping ground
Russula,": a large genus that comprises stout-stemmed white-spored fungi (family Agaricaceae) with neither annulus nor volva, includes some edible species, and may be distinguished from the related Lactarius by the absence of milky juice and by the brittle pileus of red, purple, yellow, green, or blue"
rust,: the reddish brittle coating formed on iron especially when chemically attacked by moist air and composed essentially of hydrated ferric oxide
rustic,": of, relating to, or suitable for the country : rural"
rustical,": of, relating to, or suitable for the country : rural"
rustically,": of, relating to, or suitable for the country : rural"
rusticate,: to go into or reside in the country : follow a rustic life
rustication,: to go into or reside in the country : follow a rustic life
rusticator,: to go into or reside in the country : follow a rustic life
rusticism,": a rustic phrase, manner of speaking, habit, or custom"
rusticity,": of, relating to, or suitable for the country : rural"
rusticize,: to give a rustic aspect to
rusticly,: rustically
rusticoat,: rusty coated
rustily,: affected by or as if by rust
rustiness,: affected by or as if by rust
rustle,: to make or cause a rustle
rustler,: a person who steals livestock from a farm or ranch
rustling,: to make or cause a rustle
rustproof,: incapable of rusting
rustre,: a lozenge pierced with a round opening to show the tincture of the field behind
rustred,: having or composed of rustres
Rusty,: affected by or as if by rust
rusty,: affected by or as if by rust
rut,: a periodic and often annually recurring state of certain male animals (such as deer or elk) during which behavior associated with the urge to breed is displayed
Ruta,: a large genus (the type of the family Rutaceae) of Eurasian strong-scented herbs and undershrubs having yellow or greenish flowers and 4- to 5-toothed petals that are borne on the receptacle  � see rue
rutabaga,: a turnip (Brassica napus napobrassica) that usually produces a large yellowish root that is eaten as a vegetable
Rutaceae,": a family of herbs, shrubs, and trees (order Geraniales) often glandular and strong scented and having flowers that are tetramerous or pentamerous with a compound ovary of four or five distinct or somewhat united carpels"
rutaceous,": a family of herbs, shrubs, and trees (order Geraniales) often glandular and strong scented and having flowers that are tetramerous or pentamerous with a compound ovary of four or five distinct or somewhat united carpels"
rutaecarpine,: a light yellow crystalline alkaloid C18H13N3O found in the fruit of an Asiatic shrub or small tree (Evodia rutaecarpa)
rutch,: to move with a crunching or shuffling noise
rutelian,: a beetle of the family Rutelidae
Ruth,: compassion for the misery of another
ruth,: compassion for the misery of another
Ruthene, � see zakarpats'ka
Ruthenian, � see zakarpats'ka
ruthenic,": of, relating to, or derived from ruthenium"
ruthenious,": of, relating to, or derived from ruthenium"
ruthenium,: a rare hard silvery-white metallic element occurring in platinum ores and used especially as a catalyst and to harden alloys  � see Chemical Elements Table
ruthenous,": of, relating to, or derived from ruthenium"
rutherford,Ernest 1871�1937 1st Baron Rutherford of Nelson British physicist
rutherfordine,: a mineral (UO2) (CO3) consisting of uranyl carbonate in dense yellow masses of minute fibers
ruthful,: full of ruth : tender
ruthfully,: full of ruth : tender
ruthfulness,: full of ruth : tender
ruthless,": having no pity : merciless, cruel"
ruthlessly,": having no pity : merciless, cruel"
ruthlessness,": having no pity : merciless, cruel"
rutidosis,: a wrinkling especially of the cornea
rutilant,: having a reddish glow
rutilated,: quartz characterized by the presence of enclosed rutile needles  � compare sagenite
rutile,: a reddish-brown to black mineral that consists of titanium dioxide usually with a little iron and has a brilliant metallic or adamantine luster
rutin,: a yellow crystalline flavonol glycoside C27H30O16 that occurs in various plants (such as buckwheat and tobacco) and is used in medicine chiefly for strengthening capillary walls
rutinose,: a hygroscopic reducing disaccharide sugar C12H22O10 that is obtained from rutin and yields D-glucose and L-rhamnose on hydrolysis
Rutiodon,: a genus of subaquatic Triassic reptiles (order Thecodontia) with very elongate narrow skull and four or more rows of dermal scutes
ruttee,: any of various Indian units of weight equal to around one or two grains troy
rutter,: a horseman or trooper originally of German forces common in the 15th and 16th centuries
ruttiness,: the quality or state of being rutty
ruttish,: inclined to rut : lustful
ruttishly,: inclined to rut : lustful
ruttishness,: inclined to rut : lustful
rutty,: full of ruts
Rutuli,: an ancient Italian people having their capital in 442 b.c. at Ardea and probably representing an early Indo-European people
ryal,: rose noble
ryania,: an insecticide made of a mixture of alkaloids from the ground stems of a tropical South American shrub (Patrisia pyrifera synonym Ryania speciosa) and used especially against the European corn borer
ryder,Albert Pinkham 1847�1917 American painter
rye,: a hardy annual grass (Secale cereale) that is widely grown for grain and as a cover crop
ryme,: the surface of water
rynchosporous,: having a beaked fruit or seed
ryot,": a peasant, tenant farmer, or cultivator of the soil in India"
ryotwar,: a system of collecting land rent or taxes in which the government settlement is made directly with the ryots
ryotwari,: a system of collecting land rent or taxes in which the government settlement is made directly with the ryots
rype,: ptarmigan
Rytina,:  steller's sea cow
Ryukyu,: the language of the Ryukyuan people that is related to Japanese
S,: the 19th letter of the English alphabet
s,: the 19th letter of the English alphabet
sa,Saturday
saa,small arms ammunition
Saarbrucken,"city that is the capital of Saarland and is located on the Saar River and on the border with France in southwestern Germany population 176,000"
sab,sabbath
Saba,"internally self-governing Dutch island of the West Indies in the Leeward Islands; chief settlement The Bottom area 5 square miles (13 square kilometers), population 1700"
sabadilla,: a Mexican plant (Schoenocaulon officinale) of the lily family
sabadine,: a crystalline alkaloid C29H51NO8 that is found in sabadilla seeds
sabadinine,: cevine
Sabaean,": of or relating to the ancient people and kingdom of Saba flourishing in southwestern Arabia from about 950 to 115 b.c. attaining their prime about the middle of the first millennium b.c. and anciently renowned for wealth and trade (as in spices)  � compare himyarite , minaean"
sabaigrass,: bhabar sense 1
Sabal,: cabbage palmetto
sabalo,: tarpon
sabbat,: witches' sabbath
Sabbatarian,: one who observes the Sabbath on Saturday in conformity with the letter of the fourth commandment
Sabbatarianism,: strict and often rigorous observance of the Sabbath
Sabbath,: the seventh day of the week observed from Friday evening to Saturday evening as a day of rest and worship by Jews and some Christians
sabbath,: the seventh day of the week observed from Friday evening to Saturday evening as a day of rest and worship by Jews and some Christians
Sabbathless,: having no sabbath
Sabbathly,: every sabbath
Sabbatia,: a genus of smooth slender North American herbs (family Gentianaceae) with opposite leaves and showy white or rose-pink cymose flowers  � see marsh pink
sabbatia,: a genus of smooth slender North American herbs (family Gentianaceae) with opposite leaves and showy white or rose-pink cymose flowers  � see marsh pink
Sabbatian,: one of the followers of the Novatian presbyter Sabbatius who held that Easter and the feast of the Passover should be kept at the same time by Christians and Jews
Sabbatic,: of or relating to a sabbatical year
sabbatic,: of or relating to a sabbatical year
Sabbatical,: of or relating to a sabbatical year
sabbatical,: of or relating to a sabbatical year
sabbatine,": of, relating to, or constituting an indulgence granted the Carmelite order and its confraternities based originally on a spurious bull of 1322 promising liberation from Purgatory the Saturday after death, ratified in modified form by later popes, and promising the intercession of the Virgin Mary to those observing given conditions"
sabbatism,: the strict observance of the sabbath
Sabbatization,: the act or process of sabbatizing
Sabbatize,: to keep the sabbath
sabbaton,: a piece of armor covering the foot
sabe,: savvy
Sabella,: a genus (the type of the family Sabellidae) of tube-dwelling marine polychaete worms with the prostomial palps modified into semicircular plumose gills
sabella,: a genus (the type of the family Sabellidae) of tube-dwelling marine polychaete worms with the prostomial palps modified into semicircular plumose gills
Sabellaria,: a genus (the type of the family Sabellariidae) of tube-dwelling marine polychaete worms with greatly developed peristome and the posterior end of the body tapering like a tail
Sabellian,: a member of one of a group of early Italian peoples including Sabines and Samnites
Sabellianism,: the theological doctrines of the Sabellians :  modalistic monarchianism  � compare patripassianism
sabellid,: of or relating to the genus Sabella or the family Sabellidae
sabelloid,: a genus (the type of the family Sabellidae) of tube-dwelling marine polychaete worms with the prostomial palps modified into semicircular plumose gills
saber,": a cavalry sword with a curved blade, thick back, and guard"
saberbill,: curlew
sabered,": a cavalry sword with a curved blade, thick back, and guard"
saberleg,: an incurved chair leg square in cross section
sabertooth,: saber-toothed cat
saberwing,: any of various South American hummingbirds of the genera Campylopterus and Eupetomena in which the outer primaries are strongly falcate
Sabia,: any of several thrushes of the genus Mimus popular as songbirds in Brazil
Sabiaceae,: a family of tropical shrubs and trees (order Sapindales) having small paniculate flowers with a compressed or lobed ovary of two or three cells and fruit consisting of one-seeded nutlets
sabiaceous,: a family of tropical shrubs and trees (order Sapindales) having small paniculate flowers with a compressed or lobed ovary of two or three cells and fruit consisting of one-seeded nutlets
