word,meaning
nasosinuitis,: inflammation of the nasal sinuses
nasosinusitis,: inflammation of the nasal sinuses
nasoturbinal,: nasal concha sense b
Nassau,"city and port on New Providence Island, Bahamas population 246,329"
nast,Thomas 1840�1902 American (German-born) cartoonist
nastaliq,": an Arabic script developed about the 15th century, characterized by a tendency to slope downward from right to left, and used mainly for Persian poetical writings and in Urdu and Malay manuscript"
nastic,": of, relating to, or constituting a movement of a plant part caused by disproportionate growth or increase of turgor in one surface"
nastily,: disgustingly filthy
nastiness,: disgustingly filthy
nasturtium,": any of a genus (Tropaeolum of the family Tropaeolaceae, the nasturtium family) of herbs of Central and South America with showy spurred flowers and pungent edible seeds and leaves"
nasty,: disgustingly filthy
Nasua,: a genus of mammals (family Procyonidae) consisting of the coatis
nasus,: a prolongation on the front of the head of a crane fly or of various termites
nasute,: having a well-developed proboscis
nasuteness,: having a well-developed proboscis
nasutiform,: having a nasus projection of the front of the head
nasutus,: nasute
nat,national
nataka,: the drama in India
Natal,: native
natal,: native
Natalian,": a native or resident of Natal, Republic of South Africa"
natality,: birth rate
natant,: swimming or floating in water
natation,: the action or art of swimming
natator,: swimmer
natatorial,: of or relating to swimming
natatorium,: an indoor swimming pool
natatory,: of or relating to swimming
natch,: of course : naturally
natchbone,: aitchbone
Natchez,: a member of an American Indian people of southwestern Mississippi
Natchitoches,: a Caddo confederacy of northwestern Louisiana
nates,: buttocks
Nathan,George Jean 1882�1958 American editor and drama critic
nathe,: nave entry 1
nathless,": nevertheless, notwithstanding"
Natica,: a large genus (the type of the family Naticidae) of active marine snails having a thick nearly smooth shell and a large foot with a fold reflected over the head and characterized by burrowing beneath sand or mud along the seashore and drilling other shells
Naticidae,": a family of carnivorous marine gastropod mollusks (suborder Taenioglossa) that have strong globose umbilicate shells, a long retractile proboscis, and a firm dark-colored operculum and that deposit their eggs in firm sandy ribbons  � see moon shell, natica , sand collar"
Natick,"town west of Boston in eastern Massachusetts population 33,006"
naticoid,: resembling or related to the Naticidae
natiform,: resembling the buttocks
nation,: nationality sense 5a
national,: of or relating to a nation
nationalism,: loyalty and devotion to a nation
nationalist,: an advocate of or believer in nationalism
nationalistic,": of, favoring, or characterized by nationalism"
nationalistically,": of, favoring, or characterized by nationalism"
nationality,: national character
nationalization,: to give a national character to
nationalize,: to give a national character to
nationalizer,: to give a national character to
nationally,: of or relating to a nation
nationhood,: nationality sense 1
nationless,: belonging to no nation
nationwide,: extending throughout a nation
native,": inborn, innate"
natively,": inborn, innate"
nativeness,": inborn, innate"
nativism,: a policy of favoring native inhabitants as opposed to immigrants
nativist,: a policy of favoring native inhabitants as opposed to immigrants
nativistic,: a policy of favoring native inhabitants as opposed to immigrants
nativity,: the process or circumstances of being born : birth
natr,: natron
natricine,: any of various predominantly aquatic snakes belonging to Natrix and closely related genera
natrium,: sodium
Natrix,: a large widely distributed genus of colubrid aquatic snakes that includes all the true water snakes of North America
natrochalcite,: a mineral NaCu2(SO4)2(OH).H2O consisting of a hydrous basic sodium copper sulfate
natrojarosite,: a mineral NaFe3(SO4)2(OH)6 in which sodium takes the place of potassium in jarosite
natrolite,: a hydrous silicate of sodium and aluminum that is related to zeolite
natron,": a hydrous native sodium carbonate used in ancient times in embalming, in ceramic pastes, and as a cleansing agent"
natter,: chatter sense 2
nattered,: chatter sense 2
natterjack,: a common brownish yellow toad (Bufo calamita) of western Europe having short hind legs and progressing by running rather than by hopping
nattily,: trimly neat and tidy : smart
nattiness,: trimly neat and tidy : smart
nattle,: to make a usually slight rattling or tapping noise
natty,: trimly neat and tidy : smart
natural,: based on an inherent sense of right and wrong
naturalesque,: faithfully imitating nature : conforming closely to natural details (as of objects represented)
naturalism,": action, inclination, or thought based only on natural desires and instincts"
naturalist,: one that advocates or practices naturalism
naturalistic,": of, characterized by, or according with naturalism"
naturalistically,": of, characterized by, or according with naturalism"
naturality,: natural quality or character
naturalization,: the act or process of naturalizing : the state of being naturalized: such as
naturalize,: to confer the rights of a national on
naturally,: by nature : by natural character or ability
naturalness,: based on an inherent sense of right and wrong
nature,: the inherent character or basic constitution (see constitution sense 2) of a person or thing : essence
naturism,: naturalism sense 1
naturist,: naturalism sense 1
naturistic,": of, relating to, or resembling naturism"
naturopath,": a system of treatment of disease that avoids drugs and surgery and emphasizes the use of natural agents (such as air, water, and herbs) and physical means (such as tissue manipulation and electrotherapy)"
naturopathic,": a system of treatment of disease that avoids drugs and surgery and emphasizes the use of natural agents (such as air, water, and herbs) and physical means (such as tissue manipulation and electrotherapy)"
naturopathy,": a system of treatment of disease that avoids drugs and surgery and emphasizes the use of natural agents (such as air, water, and herbs) and physical means (such as tissue manipulation and electrotherapy)"
nauger,: auger
naught,: nothing
naughtily,: guilty of disobedience or misbehavior
naughtiness,: guilty of disobedience or misbehavior
naughty,: guilty of disobedience or misbehavior
naujaite,: a nephelite-sodalite-syenite rock having a poikilitic texture
naumachia,: an ancient Roman spectacle representing a naval battle
naumannite,: a mineral (Ag2Se) consisting of a silver selenide in iron-black cubic crystals or massive (specific gravity 8)
naumkeag,: a machine having a rubber buffing disk for smoothing the surface of shoe soles or heels before finishing
naumkeager,: an operator of a naumkeag machine
naunt,: aunt
naupathia,: seasickness
naupliiform,: resembling the nauplius of a crustacean
nauplius,": a crustacean larva in usually the first stage after leaving the egg and with three pairs of appendages, a median eye, and little or no segmentation"
nausea,: a stomach distress with distaste for food and an urge to vomit
nauseant,: a stomach distress with distaste for food and an urge to vomit
nauseate,: to become affected with nausea
nauseatingly,: causing nausea or especially disgust
nauseous,: causing nausea or disgust : nauseating
nauseously,: causing nausea or disgust : nauseating
nauseousness,: causing nausea or disgust : nauseating
Nauset,: an Indian people of Cape Cod
naut,nautical
nautch,: an entertainment in India consisting chiefly of dancing by professional dancing girls
nauther,: neither
nautical,": of, relating to, or associated with seamen, navigation, or ships"
nauticality,: the quality of being nautical
nautically,": of, relating to, or associated with seamen, navigation, or ships"
nautilacean,: nautiloid
nautilicone,: a nautiloid cephalopod shell coiled in a plane spiral with the outer whorls embracing the inner
nautiliform,: having the form of a nautilus shell
nautilite,: a fossil nautilus
nautiloid,": any of a subclass (Nautiloidea) of cephalopods bearing an external straight, curved, or spiral shell that were abundant chiefly in the Paleozoic but are represented in the recent fauna only by the nautiluses"
Nautiloidea,: an order or other subdivision of Tetrabranchia comprising cephalopods having an external chambered shell that is either straight (as in Orthoceras) or variously curved or coiled and being important in the Ordovician and especially the Silurian but now represented only by the genus Nautilus
nautilus,: any of a genus (Nautilus) of cephalopod mollusks of the South Pacific and Indian oceans with a spiral chambered shell that is pearly on the inside
Navaho,: a member of an American Indian people of northern New Mexico and Arizona
Navajo,: a member of an American Indian people of northern New Mexico and Arizona
naval,: of or relating to ships or shipping
navalism,: the policy of maintaining naval interests
navalist,: an advocate of navalism
navalistic,: an advocate of navalism
navalistically,: an advocate of navalism
navally,: with a naval crown
navar,: a system of radar navigation in which the position and identity of all aircraft in the area about an airport are determined by ground radar and retransmitted so that a pilot has a detailed picture of all aerial activity on his radarscope
navarch,: the commander of a fleet in ancient Greece
Navarrese,": of, relating to, or characteristic of Navarre"
nave,: the hub of a wheel
navel,: a depression in the middle of the abdomen that marks the point of former attachment of the umbilical cord or yolk stalk
navelwort,: a European succulent herb (Cotyledon umbilicus) having round peltate leaves with a central depression
navet,: rape sense 2
navette,: marquise sense 3
navicella,: an ornamental object shaped like a ship
navicert,: a certificate issued by authorized British officials (as consular officers) exempting a noncontraband consignment from seizure or search by British blockade patrols
navicula,: an incense boat
navicular,: shaped like a boat
navigability,: shaped like a boat
navigable,: deep enough and wide enough to afford passage to ships
navigably,: shaped like a boat
navigate,: to travel by water : sail
navigation,: the act or practice of navigating
navigational,: the act or practice of navigating
navigator,: one that navigates or is qualified to navigate
navite,: a mineral consisting of a coarse-grained olivine-basalt with phenocrysts of altered olivine and a little augite and basic plagioclase in a holocrystalline groundmass of labradorite and augite
navvy,: an unskilled laborer
navy,: a group of ships : fleet
nawab,: nabob
nay,: no
Nayar,: a people of the Malabar coast of India formerly noted for polyandry and a matrilineal social organization
Nayarit,"state of western Mexico bordering on the Pacific; capital Tepic area 10,664 square miles (27,620 square kilometers), population 1,084,979"
nayaur,: a Tibetan wild sheep (Ovis ammon hodgsoni) that is a variety of the argali
naysay,": refusal, denial"
naysayer,": one who denies, refuses, opposes, or is skeptical or cynical about something"
nayword,: a word used as a signal : watchword sense 1b
Nazarean,:  nazarene
Nazarene,: a native or resident of Nazareth
Nazarite,": a Jew of biblical times consecrated to God by a vow to avoid drinking wine, cutting the hair, and being defiled by the presence of a corpse"
naze,": promontory, headland"
Nazi,: a member of a German fascist party controlling Germany from 1933 to 1945 under Adolf Hitler
Nazify,: a member of a German fascist party controlling Germany from 1933 to 1945 under Adolf Hitler
Naziism,": the body of political and economic doctrines held and put into effect by the Nazis in Germany from 1933 to 1945 including the totalitarian principle of government, predominance of especially Germanic groups assumed to be racially superior, and supremacy of the f�hrer"
nazim,: a military governor in India
nazir,": a native court official in India who serves processes, acts as treasurer, and performs other similar duties"
Nazirite,": a Jew of biblical times consecrated to God by a vow to avoid drinking wine, cutting the hair, and being defiled by the presence of a corpse"
Nazism,": the body of political and economic doctrines held and put into effect by the Nazis in Germany from 1933 to 1945 including the totalitarian principle of government, predominance of especially Germanic groups assumed to be racially superior, and supremacy of the f�hrer"
ne,neon
nea,National Education Association
Neal,: anneal
neal,: anneal
neallotype,: a type specimen of the opposite sex to the holotype and collected and described later than the holotype  � compare allotype
Neanderthal,": a hominid (Homo neanderthalensis synonym H. sapiens neanderthalensis) known from skeletal remains in Europe, northern Africa, and western Asia that lived from about 30,000 to 200,000 years ago"
Neanderthaler,:  neanderthal
Neanderthaloid,": a hominid (Homo neanderthalensis synonym H. sapiens neanderthalensis) known from skeletal remains in Europe, northern Africa, and western Asia that lived from about 30,000 to 200,000 years ago"
neanic,: youthful
neanthropic,": of, resembling, or belonging to humans of the surviving species (Homo sapiens) as distinguished from primitive hominids (such as a Neanderthal) that are known only through fossil remains"
neap,": of, relating to, or constituting a neap tide"
neaped,": left aground by the high water of a spring tide : stranded, grounded"
Neapolitan,": a native or inhabitant of Naples, Italy"
nearabout,": nearly, almost"
nearabouts,": nearly, almost"
nearby,: close at hand
Nearctic,": of, relating to, or being the biogeographic subregion that includes Greenland and North America north of tropical Mexico"
nearest,": at, within, or to a short distance or time"
nearish,: rather near
nearly,: in a close manner or relationship
nearmost,: nearest
nearness,": at, within, or to a short distance or time"
nearsighted,: able to see near things more clearly than distant ones : myopic
nearsightedly,: able to see near things more clearly than distant ones : myopic
nearsightedness,: a condition in which the visual images come to a focus in front of the retina of the eye resulting especially in defective vision of distant objects : myopia sense 1
nearthrosis,: a false joint : pseudarthrosis
neat,: free from dirt and disorder : habitually clean and orderly
neaten,: to set in order : make neat
neath,: beneath
neatherd,: herdsman
neathmost,: lowest
neatly,: free from dirt and disorder : habitually clean and orderly
neatness,: free from dirt and disorder : habitually clean and orderly
neb,: the beak of a bird or tortoise : bill
Nebalia,": a genus of small marine crustaceans (order Nebaliacea) having the body enclosed in a bivalved carapace, the thoracic feet leaflike, the abdominal feet biramous, and the abdomen composed of eight segments"
Nebaliacea,: a small order of marine crustaceans (division Phyllocarida) comprising Nebalia and a few other genera of recent or extinct forms
nebalian,": a genus of small marine crustaceans (order Nebaliacea) having the body enclosed in a bivalved carapace, the thoracic feet leaflike, the abdominal feet biramous, and the abdomen composed of eight segments"
nebalioid,": a genus of small marine crustaceans (order Nebaliacea) having the body enclosed in a bivalved carapace, the thoracic feet leaflike, the abdominal feet biramous, and the abdomen composed of eight segments"
nebbed,: having a neb
nebby,: rudely inquisitive : meddlesome
nebel,: nabla
nebenkern,: a 2-stranded helical structure of the proximal tail region of a spermatozoon that is derived from mitochondria
Nebraskan,"state in the central U.S.; capital Lincoln area 77,355 square miles (200,349 square kilometers), population 1,826,341"
nebris,": a fawn skin shown in classic art as worn by Dionysus, Silenus, satyrs, and bacchanals"
nebula,: any of numerous clouds of gas or dust in interstellar space
nebulae,: any of numerous clouds of gas or dust in interstellar space
nebular,: any of numerous clouds of gas or dust in interstellar space
nebulated,": indistinctly marked : clouded, cloudy"
nebule,: composed of successive short curves made to resemble a cloud
nebulium,: a hypothetical chemical element formerly inferred from certain lines in the spectra of nebulae now believed to arise from transitions in oxygen and nitrogen that are forbidden under ordinary laboratory conditions
nebulization,: to reduce to a fine spray
nebulize,: to reduce to a fine spray
nebulizer,: to reduce to a fine spray
nebulose,: nebulous
nebulosity,: the quality or state of being nebulous
nebulous,": of, relating to, or resembling a nebula : nebular"
nebulously,": of, relating to, or resembling a nebula : nebular"
nebulousness,": of, relating to, or resembling a nebula : nebular"
Necator,": a genus of common hookworms that have buccal teeth resembling flat plates, that include internal parasites of humans and various other mammals, and that are probably of African origin though first identified in North America  � compare ancylostoma"
necessarian,: necessitarian
necessarianism,: necessitarianism
necessarily,: of necessity : unavoidably
necessariness,: the quality or state of being necessary : necessity
necessary,: absolutely needed : required
necessitarian,: the theory that results follow by invariable sequence from causes
necessitarianism,: the theory that results follow by invariable sequence from causes
necessitate,: to make necessary : require
necessitation,: to make necessary : require
necessitous,": needy, impoverished"
necessitously,": needy, impoverished"
necessitousness,": needy, impoverished"
necessitude,: necessity
necessity,: the quality or state of being necessary
neck,: the part of an animal that connects the head with the body
neckar,river 228 miles (367 kilometers) long in southwestern Germany rising in the Black Forest and flowing north and west into the Rhine River
neckatee,: neckerchief
neckband,: a usually ornamental band worn about the neck
neckcloth,: a large folded ornamental cloth formerly worn loosely about the neck by men
necked,: having a neck especially of a specified kind
necker,Jacques 1732�1804 father of Mme. de Sta�l French (Swiss-born) financier and statesman
neckercher,: neckerchief
neckerchief,: a kerchief for the neck
necking,: a narrow molding near the top of a column or pilaster
necklace,: an ornament worn around the neck
necklaceweed,: white baneberry
neckless,: having no neck
necklet,: an ornamental piece (as of fur) worn about the neck
necklike,: resembling a neck
neckline,: the line of the neck opening of a garment
neckmold,: necking
neckpiece,: an article of apparel (as a fur) worn about the neck
necktie,: a narrow length of material worn about the neck and tied in front
neckwear,: articles of clothing (such as ties and scarves) worn about the neck
neckweed,: an American speedwell (Veronica peregrina)
necrobacillary,": of, relating to, or marked by necrobacillosis"
necrobacillosis,": any of several infections or diseases (as bullnose, calf diphtheria, or foot rot) that are characterized especially by inflammation and ulcerative or necrotic lesions and are caused by a bacterium of the genus Fusobacterium (F. necrophorum)  � see quittor"
necrobiosis,: death of a cell or group of cells within a tissue whether normal (as in various epithelial tissues) or part of a pathologic process  � compare necrosis
necrobiotic,": of, relating to, or being in a state of necrobiosis"
necrogenic,: causing necrosis
necrographer,: necrologist
necrolatry,: superstitious worship or veneration of the dead
necrological,: obituary
necrologist,: obituary
necrologue,: necrology
necrology,: obituary
necromancer,: conjuration (see conjure sense 2a) of the spirits of the dead for purposes of magically revealing the future or influencing the course of events
necromancing,: practicing necromancy
necromancy,: conjuration (see conjure sense 2a) of the spirits of the dead for purposes of magically revealing the future or influencing the course of events
necromantic,: conjuration (see conjure sense 2a) of the spirits of the dead for purposes of magically revealing the future or influencing the course of events
necromantically,: conjuration (see conjure sense 2a) of the spirits of the dead for purposes of magically revealing the future or influencing the course of events
Necrophaga,: a group composed of the burying beetles
necrophagous,: feeding on corpses or carrion
necrophile,: one that is affected with necrophilia
necrophilia,: obsession with and usually erotic interest in or stimulation by corpses
necrophilic,: obsession with and usually erotic interest in or stimulation by corpses
necrophilism,: necrophilia
necrophilous,: necrophiliac
necrophily,: necrophilia
necrophobia,: an exaggerated fear of death or horror of dead bodies
necrophobic,: an exaggerated fear of death or horror of dead bodies
Necrophorus,: a genus of large burying beetles
necropoleis,: cemetery
necropoles,: cemetery
necropolis,: cemetery
necropsy,: autopsy sense 1
necrose,: to undergo necrosis
necrosis,: usually localized death of living tissue
necrotic,": affected with, characterized by, or producing death of a usually localized area of living tissue : marked by necrosis"
necrotize,: to undergo necrosis
necrotomy,: dissection of dead bodies
necrotype,: an extinct organism or group of organisms
Nectandra,": a large genus of tropical American trees of the family Lauraceae having pinnately veined leaves and small paniculate flowers  � see bebeeru, greenheart"
nectar,: the drink of the Greek and Roman gods
nectareal,: nectarous
nectarean,: nectarous
nectared,: filled or imbued or mingled with nectar
nectareous,: nectarous
nectarial,: relating to or consisting of a nectary
nectarian,: nectarous
nectaried,: having nectaries
nectariferous,: producing nectar
nectarine,: a peach with a smooth-skinned fruit that is a frequent somatic mutation of the normal peach
Nectarinia,: a genus (the type of the family Nectariniidae) of Old World oscine birds
Nectariniidae,: a family of Old World oscine birds consisting of the sunbirds
nectarious,: nectarous
nectarium,: nectary
nectarivorous,: feeding on nectar
nectarous,: the drink of the Greek and Roman gods
nectary,: a plant gland that secretes nectar
nectocalycine,": of, relating to, or resembling a nectocalyx"
nectocalyx,: a swimming bell of a siphonophore
nectophore,: nectocalyx
nectopod,: a limb (as of a mollusk) adapted for swimming
Nectria,": a genus (the type of the family Nectriaceae) of ascomycetous fungi that have bright-colored superficial perithecia  � see coral spot, european canker"
nectriaceous,: of or relating to the Nectriaceae
Necturus,: a genus of large North American gilled aquatic salamanders (family Proteidae) which are used as laboratory animals
Ned,: home-cured hog meat and especially salt pork or bacon
nedder,: adder
neddy,: donkey
Nederlands,: dutch sense 1b
nee,: originally or formerly called
need,: necessary duty : obligation
needfire,: a purificatory fire traditionally kindled usually by friction of dry wood in time of distress (as during a cattle plague) in the belief that it would ward off evil spirits
needful,: being in need
needfully,: being in need
needfulness,: being in need
needham,"town west-southwest of Boston in eastern Massachusetts population 28,886"
neediness,: being in want : poverty-stricken
needing,: necessary duty : obligation
needle,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needlebill,:  wilson's phalarope
needlebush,: any of several Australian shrubs or trees with rigid needle-shaped leaves
needled,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needlefish,: any of a family (Belonidae) of elongate carnivorous chiefly marine bony fishes that are silvery with blue or green backs and have long slender jaws and sharp teeth
needlelike,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needleman,: tailor
needler,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needles,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needless,: not needed : unnecessary
needlessly,: not needed : unnecessary
needlessness,: not needed : unnecessary
needlewoman,: a woman who does needlework
needlewood,: a needlebush of the genus Hakea
needlework,: work done with a needle
needleworker,: work done with a needle
needling,: a small slender usually steel instrument that has an eye for thread or surgical sutures at one end and that is used for sewing
needly,: resembling a needle
needments,: a thing needed or wanted
needs,: of necessity : necessarily
needy,: being in want : poverty-stricken
neem,: a large tropical Asian tree (Azadirachta indica) of the mahogany family having a bitter bark used as a tonic and leaves and seeds that have insecticidal and antiseptic properties and yield a medicinal aromatic oil
neencephalon,: the part of the brain having the most recent phylogenetic origin
neep,: turnip
neese,: sneeze
neeze,: sneeze
nef,: nave
nefandous,": unfit to be spoken of : impious, execrable"
nefarious,: flagrantly wicked or impious : evil
nefariously,: flagrantly wicked or impious : evil
nefariousness,: the quality or state of being nefarious
nefast,: wicked
neftgil,: ozokerite
negate,: to deny the existence or truth of
negation,: the action or logical operation of negating or making negative
negationalist,: an adherent of a doctrine or theory of mere negation
negationist,: an adherent of a doctrine or theory of mere negation
negative,": marked by denial, prohibition, or refusal"
negatively,": marked by denial, prohibition, or refusal"
negativeness,": marked by denial, prohibition, or refusal"
negativism,: an attitude of mind marked by skepticism especially about nearly everything affirmed by others
negativist,: an attitude of mind marked by skepticism especially about nearly everything affirmed by others
negativistic,: an attitude of mind marked by skepticism especially about nearly everything affirmed by others
negativity,": marked by denial, prohibition, or refusal"
negator,: to deny the existence or truth of
negatory,: marked by or having the nature of negation : negative
negatron,: electron
neger,: a black person
neglect,: to give little attention or respect to : disregard
neglectable,: negligible
neglecter,: to give little attention or respect to : disregard
neglectful,": given to neglecting : careless, heedless"
neglectfully,": given to neglecting : careless, heedless"
neglectfulness,": given to neglecting : careless, heedless"
neglection,: neglect
neglective,: neglectful
negligee,: a woman's long flowing usually sheer dressing gown
negligence,: the quality or state of being negligent
negligency,: negligence
negligent,: marked by or given to neglect especially habitually or culpably
negligently,: marked by or given to neglect especially habitually or culpably
negligibility,: so small or unimportant or of so little consequence as to warrant little or no attention : trifling
negligible,: so small or unimportant or of so little consequence as to warrant little or no attention : trifling
negligibly,: so small or unimportant or of so little consequence as to warrant little or no attention : trifling
negotiability,: capable of being negotiated: such as
negotiable,: capable of being negotiated: such as
negotiant,: one that negotiates
negotiate,: to confer with another so as to arrive at the settlement of some matter
negotiation,: the action or process of negotiating or being negotiated
negotiator,: to confer with another so as to arrive at the settlement of some matter
negotiatory,: to confer with another so as to arrive at the settlement of some matter
negotiatress,: a female negotiator
negotiatrix,: negotiatress
Negress,: a Black woman or girl
negrillo,: a member of a people (such as Pygmies) belonging to a group of dark-skinned peoples of small stature that live in Africa
Negritic,": of, relating to, or resembling dark-skinned people of Africa"
Negrito,: a member of a people (such as the Andamanese) belonging to a group of dark-skinned peoples of small stature that live in Oceania and the southeastern part of Asia
Negritoid,": of, relating to, or having the characteristics of Negritos"
Negro,: a person of Black African ancestry
negro,: a person of Black African ancestry
negrohead,: a dark tobacco
Negroid,: a person of Black African ancestry
Negroism,: advancement of the interests of black people : advocacy of the cause of equal rights for black people
Negroize,": to cause to have, relate to, or have the characteristics of black people"
Negrophil,: one who is especially friendly to black people and their interests
Negrophile,: one who is especially friendly to black people and their interests
Negrophilism,: one who is especially friendly to black people and their interests
Negrophilist,: one who is especially friendly to black people and their interests
Negrophobe,: one who strongly dislikes or fears Black people
Negrophobia,: one who strongly dislikes or fears Black people
Negundo,: a genus of trees set off from Acer on the basis of the pinnate leaves
Negus,: king
negus,: king
Nehemiah,: a Jewish leader of the fifth century b.c. who supervised the rebuilding of the Jerusalem city walls and instituted religious reforms in the city
nei,not elsewhere included
neif,: one born a serf
neigh,: to make the prolonged cry of a horse
neighbor,: one living or located near another
neighbored,: one living or located near another
neighborhood,: neighborly relationship
neighboring,: one living or located near another
neighborless,: having no neighbor
neighborlike,: neighborly
neighborliness,": of, relating to, or characteristic of congenial neighbors"
neighborly,": of, relating to, or characteristic of congenial neighbors"
neighborship,: proximity
neighbourless,: having no neighbor
neighbourlike,: neighborly
neighbourship,: proximity
neigher,: nicker entry 4
Neisseria,": a genus (the type of the family Neisseriaceae) of parasitic bacteria that grow in pairs and occasionally tetrads, thrive best at 98.6�F (37�C) in the animal body or serum media, and include the gonococcus (N. gonorrhoeae) and meningococcus (N. meningitidis)"
neither,: not either
Nejd,"region of central and eastern Saudi Arabia; area 447,000 square miles (1,162,200 square kilometers), population 1,200,000"
Nejdi,"region of central and eastern Saudi Arabia; area 447,000 square miles (1,162,200 square kilometers), population 1,200,000"
nekton,: free-swimming aquatic animals essentially independent of wave and current action
nektonic,: free-swimming aquatic animals essentially independent of wave and current action
Nell,: menel
Nellie,: giant petrel
Nelly,: giant petrel
nelson,": a wrestling hold marked by the application of leverage against an opponent's arm, neck, and head  � compare full nelson, half nelson"
Nelumbo,": a genus that includes large water lilies having flowers with 4 to 5 sepals, numerous petals, and the discrete carpels embedded in a fleshy receptacle and that is usually considered to constitute a subfamily of Nymphaeaceae but is sometimes isolated in a separate family"
nema,: thread
nemaline,: having the form of threads : fibrous
Nemalion,: a genus of reddish brown gelatinous wormlike branching algae (family Helminthocladiaceae) found clinging to rocks in the intertidal zone in the north Atlantic
Nemalionales,: an order of red algae (class Rhodophyceae) that have only a gametophytic generation and carpospores which develop from end cells of short filaments sprouting from a carpogonium
nemalite,: a fibrous brucite
Nemastomaceae,": a family of red algae (order Cryptonemiales) with cylindrical, flat, or leaflike thalli and sunken cystocarps"
nemathecial,: of or relating to a nemathecium
nemathecium,": a wartlike prominence on the thallus of a red alga containing tetraspores, antheridia, or cystocarps"
nemathelminth,: any wormlike animal of the phylum Nemathelminthes
Nemathelminthes,": a phylum including the nematodes and horsehair worms and sometimes the acanthocephalans, rotifers, gastrotrichs, and minute marine organisms of a related class (Kinorhyncha) which are all more or less wormlike animals with a cylindrical unsegmented body covered by an ectoderm without cilia that secretes an external cuticle"
nematic,": of, relating to, or being the phase of a liquid crystal characterized by arrangement of the long axes of the molecules in parallel lines but not layers  � compare cholesteric, smectic"
nematoblastic,: having a texture corresponding to the fibrous texture in igneous rock
Nematocera,": a suborder of Diptera including the mosquitoes, fungus gnats, and crane flies"
nematoceran,": a suborder of Diptera including the mosquitoes, fungus gnats, and crane flies"
nematocerous,": a suborder of Diptera including the mosquitoes, fungus gnats, and crane flies"
nematocide,: a substance or preparation used to destroy nematodes
nematocyst,": one of the stinging capsular organelles of the tentacle of a cnidarian (such as a box jellyfish or sea anemone) that contains a coiled, hollow, usually barbed, venomous thread which is discharged especially for catching prey and defending against enemies"
Nematoda,": a phylum related to the Aschelminthes and comprising elongated cylindrical worms without an epithelial coelomic lining, with dorsal and ventral nerve cords, and with lateral excretory ducts that are parasites of humans, animals, or plants or free-living dwellers in soil or water and are known as roundworms, eelworms, or nematodes"
nematode,: any of a phylum (Nematoda or Nemata) of elongated cylindrical worms parasitic in animals or plants or free-living in soil or water
nematodiasis,: infestation with or disease caused by nematode worms
nematogene,: the form of a mesozoan of the order Dicyemida that occurs in the immature host and that consists of an outer layer of cells enclosing one or more large elongated axial cells which give rise to other nematogens by means of agametes  � compare rhombogen
nematognath,: a siluroid fish : catfish
Nematognathi,: an order of scaleless fishes that comprises the catfishes and is equivalent to the suborder Siluroidea of the order Ostariophysi
nematognathous,: an order of scaleless fishes that comprises the catfishes and is equivalent to the suborder Siluroidea of the order Ostariophysi
nematogone,: one of the thin-walled propagative cells in the gemmae of various mosses
nematogonous,: of or relating to a nematogone
nematoid,: resembling or related to the Nematoda
Nematoidea,": a phylum related to the Aschelminthes and comprising elongated cylindrical worms without an epithelial coelomic lining, with dorsal and ventral nerve cords, and with lateral excretory ducts that are parasites of humans, animals, or plants or free-living dwellers in soil or water and are known as roundworms, eelworms, or nematodes"
nematoidean,: resembling or related to the Nematoda
nematologist,: a branch of zoology that deals with nematodes
nematology,: a branch of zoology that deals with nematodes
Nematomorpha,": a phylum that is related to the phylum Aschelminthes and comprises the horsehair worms which were formerly often grouped with the nematodes but are distinguished from these by possession of a true body cavity, gonads discontinuous with their ducts, and an atrophied digestive tract in the adult"
nematophyton,": a large branching fossil plant found in Devonian rocks, believed to be a thallophyte, and often considered to offer evidence of a relationship between brown algae and vascular plants"
Nematospora,": a genus of yeasts (family Saccharomycetaceae) having ascospores with needle-shaped, fusiform, or threadlike nonvibratile extensions"
nematozooid,: a defensive zooid in a hydroid or siphonophore
Nemean,valley and town in Greece in the northeastern part of the Peloponnese west of Corinth
Nemertea,": a class or other category of Platyhelminthes comprising soft-bodied often brightly colored unsegmented acoelomate worms that have an anterior mouth and posterior anus, a long eversible proboscis, and a definite circulatory system, are typically elongate and contractile, and are usually marine and littoral and burrow in sand or mud though a few live in fresh water or on land  � see anopla , enopla"
nemertean,: any of a phylum (Nemertea synonym Rhynchocoela) of often vividly colored usually long dorsoventrally flattened marine worms that typically burrow in the mud or sand along seacoasts
nemertine,: any of a phylum (Nemertea synonym Rhynchocoela) of often vividly colored usually long dorsoventrally flattened marine worms that typically burrow in the mud or sand along seacoasts
nemertoid,: resembling or related to the Nemertea : nemertean
nemeses,: the Greek goddess of retributive justice
Nemesia,": a genus of African herbs or subshrubs (family Scrophulariaceae) having variously colored, irregular, slightly spurred, mostly racemose flowers"
Nemesis,: the Greek goddess of retributive justice
Nemichthyidae,: a family of eels (order Apoda) comprising the snipe eels and related deep-sea forms  � see nemichthys
