word,meaning
allophylian,: Asian or European but neither Indo-European nor Semitic
Allophylus,: a genus of tropical trees (family Sapindaceae) with trifoliolate or rarely unifoliolate leaves and small white racemose tetramerous flowers
alloplasm,": differentiated active protoplasm (as myofibrils, tonofibrils, and cilia)"
alloplasmatic,": differentiated active protoplasm (as myofibrils, tonofibrils, and cilia)"
alloplasmic,": differentiated active protoplasm (as myofibrils, tonofibrils, and cilia)"
alloplastic,: molding or molded by external factors (as environment)
alloplasty,: the capacity for being molded or modified by the external world
allopolyploid,: a polyploid individual or strain having a chromosome set composed of two or more chromosome sets derived more or less complete from different species
allopsychic,: related mentally to the outside world
allosaur,: any of a family (Allosauridae) of large theropod dinosaurs usually having three clawed digits on each arm and leg and living from the Late Jurassic to the early Cretaceous period
Allosaurus,: any of a genus (Allosaurus) of very large carnivorous North American theropod dinosaurs of the Late Jurassic period
allose,: a synthetic sugar C6H12O6 stereoisomeric with glucose and epimeric with altrose
allosematic,: having protective coloration that imitates the coloration of some dangerous or inedible animal
allosome,: an atypical chromosome
allosyndesis,: pairing at meiosis of nonhomologous chromosomes from the diverse sets of an allopolyploid individual  � compare autosyndesis
allosyndetic,: pairing at meiosis of nonhomologous chromosomes from the diverse sets of an allopolyploid individual  � compare autosyndesis
allot,: to assign as a share or portion
allotheism,: the worship of foreign or unsanctioned gods
Allotheria,": a subclass of Mammalia comprising small primitive forms extinct since the early Cenozoic, being usually considered coextensive with the Multituberculata but sometimes extended to include the Protodonta and Triconodonta"
allothigenous,: allothogenic
allothimorph,: any constituent of a metamorphic rock that in the new rock still possesses its original crystal boundaries
allothimorphic,: any constituent of a metamorphic rock that in the new rock still possesses its original crystal boundaries
allothogenic,: formed elsewhere : derived from preexisting rocks
allothogenous,: formed elsewhere : derived from preexisting rocks
allotment,: the act of allotting something : apportionment
Allotriognathi,": an order or suborder of oceanic teleost fishes comprising the opah, the dealfishes, ribbonfishes, and related forms"
allotriomorphic,: marked by a form different from the normal or expected because of development in special circumstances
allotriophagia,: pica
allotriophagy,: pica
allotrope,: a form showing allotropy
allotrophic,: having an altered and especially a lowered nutritive value
allotropic,: the existence of a substance and especially an element in two or more different forms (as of crystals) usually in the same phase
allotropically,: the existence of a substance and especially an element in two or more different forms (as of crystals) usually in the same phase
allotropize,: to change from one allotropic form to another
allotropy,: the existence of a substance and especially an element in two or more different forms (as of crystals) usually in the same phase
allottable,: capable of being allotted
allottee,: one to whom an allotment is made
allotter,: to assign as a share or portion
allotype,: an alloantigen that is part of a plasma protein (such as an antibody)
allover,: covering the whole extent or surface
allow,: permit
allowable,: permissible
allowably,: permissible
allowance,: a sum granted as a reimbursement or bounty or for expenses
allowedly,: by allowance : admittedly
alloxan,: a crystalline compound C4H2N2O4 causing diabetes mellitus when injected into experimental animals
alloxanate,: a salt or ester of alloxanic acid
alloxanic,: a crystalline acid C4H4N2O5 formed by hydrolysis of alloxan; 4-hydroxy-4-hydantoin-carboxylic acid
alloxantin,: a crystalline compound C8H6N4O82H2O formed by oxidation of uric acid and by reaction of alloxan and dialuric acid
alloxuric,: related to alloxan and urea
alloy,: the degree of mixture with base metals : fineness
alloyage,: the act or art of alloying
allozooid,: a zooid differing from its parent
allseed,: any of several many-seeded plants: such as
allspice,: the berry of a West Indian tree (Pimenta dioica) of the myrtle family
allthing,: altogether
allthorn,: a spiny much-branched shrub (Koeberlinia spinosa) found in the southwestern U.S. and adjacent Mexico
allude,: to make indirect reference
allure,: to entice by charm or attraction
allurement,: to entice by charm or attraction
allurer,: one that allures
alluring,: having a strongly attractive or enticing quality
alluringly,: to entice by charm or attraction
allusion,: an implied or indirect reference especially in literature
allusive,: characterized by or containing allusion : making implied or indirect references
allusively,: characterized by or containing allusion : making implied or indirect references
allusiveness,: characterized by or containing allusion : making implied or indirect references
alluvia,": clay, silt, sand, gravel, or similar detrital material deposited by running water"
alluvial,": relating to, composed of, or found in alluvium"
alluviate,: to cover with alluvium
alluviation,": the process that results in deposits of clay, silt, sand, or gravel at places in rivers or estuaries, or along the shores of lakes or seas, where stream velocity is decreased"
alluvion,: the wash or flow of water against a shore
alluvious,: alluvial
alluvium,": clay, silt, sand, gravel, or similar detrital material deposited by running water"
allwhere,: everywhere
allwhither,: in all directions
allwork,: a domestic who does general housework
Ally,: to unite or form a connection or relation between : associate
ally,: to unite or form a connection or relation between : associate
allyl,: being or containing the unsaturated monovalent radical CH2CHCH2−
allylamine,: a pungent strongly basic liquid C3H7N used in the synthesis of some pharmaceuticals (as mercurial diuretics)
allylate,: to introduce allyl into
allylation,: the act or process of allylating
allylene,: methylacetylene
allylic,: involving or characteristic of an allyl radical
allylthiourea,: a white crystalline compound C4H8N2S used especially formerly to promote absorption of scar tissue
Alma,river 50 miles (80 kilometers) long in southwestern Crimea flowing into the Black Sea
alma,river 50 miles (80 kilometers) long in southwestern Crimea flowing into the Black Sea
Almach,: a group of stars of the second magnitude that is seen in the constellation of Andromeda
almaciga,: a tall Philippine timber tree (Agathis philippinensis) yielding a hard resin
almacigo,: gumbo-limbo sense 1
almagest,: any of several early medieval treatises on a branch of knowledge
almanac,: a publication containing astronomical and meteorological data for a given year and often including a miscellany of other information
almandine,: almandite
almandite,: a deep red garnet consisting of an iron aluminum silicate
almemar,: a platform in a Jewish synagogue bearing the reading desk from which are read the Pentateuch and the Prophets
Almerian,": of or relating to Neolithic and Aeneolithic cultures of Almer�a province, Spain"
almeriite,: natroalunite
almightily,: in an almighty manner
almightiness,: having absolute power over all
almighty,: having absolute power over all
almique,: an acana (Manilkara albescens) with hard compact heavy deep red wood
almirah,": cabinet, wardrobe"
Almohad,": a member of a Muslim Berber sect and dynasty that established its rule in North Africa and Spain in the 12th and 13th centuries, opposed anthropomorphic theology, and taught the absolute unity of God"
Almohade,": a member of a Muslim Berber sect and dynasty that established its rule in North Africa and Spain in the 12th and 13th centuries, opposed anthropomorphic theology, and taught the absolute unity of God"
Almohades,": a member of a Muslim Berber sect and dynasty that established its rule in North Africa and Spain in the 12th and 13th centuries, opposed anthropomorphic theology, and taught the absolute unity of God"
almoign,: frankalmoign
Almon,: a tall Philippine timber tree (Shorea eximia) with soft yellowish white wood
almon,: a tall Philippine timber tree (Shorea eximia) with soft yellowish white wood
almond,: the drupaceous fruit of a small tree (Prunus dulcis synonym P. amygdalus) of the rose family with flowers and young fruit resembling those of the peach
almondy,: like an almond
almoner,: one who distributes alms
almonry,: a usually ecclesiastical building set aside for the distribution of alms
Almoravid,": a member of a Muslim dynasty of North Africa that flourished 1049�1145, led a religious reform along orthodox Islamic lines, and established political dominance over northwestern Africa and Spain"
Almoravide,": a member of a Muslim dynasty of North Africa that flourished 1049�1145, led a religious reform along orthodox Islamic lines, and established political dominance over northwestern Africa and Spain"
Almoravides,": a member of a Muslim dynasty of North Africa that flourished 1049�1145, led a religious reform along orthodox Islamic lines, and established political dominance over northwestern Africa and Spain"
almost,: very nearly but not exactly or entirely
almous,: alms
alms,: something (such as money or food) given freely to relieve the poor
almsdeed,: an act of giving alms
almsgiver,: something (such as money or food) given freely to relieve the poor
almsgiving,: something (such as money or food) given freely to relieve the poor
almshouse,: a privately financed home for the poor
almsman,: a recipient of alms
almucantar,: a small circle of the celestial sphere parallel to the horizon and connecting all points of equal altitude
almuce,: an ecclesiastical hood lined with fur worn commonly in the pre-Reformation era by canons and also by various other ecclesiastics
almud,: any of various old Portuguese and Spanish units of capacity varying as a dry measure from about 2 to 21 quarts and as a liquid measure from about 5 to 32 quarts
almude,: any of various old Portuguese and Spanish units of capacity varying as a dry measure from about 2 to 21 quarts and as a liquid measure from about 5 to 32 quarts
alnage,: measurement of cloth by the ell especially with official inspection and certification
alnager,: a onetime officer in England whose duty it was to inspect and attest the measure and quality of woolen cloth
alnico,": a powerful permanent-magnet alloy containing iron, nickel, aluminum, and one or more of the elements cobalt, copper, and titanium"
alnoite,": a rare basaltic dike rock of the composition of a melilite-basalt having phenocrysts of biotite, augite, and olivine in a groundmass of melilite and augite"
Alnus,": a genus of alders (family Betulaceae) found in the north temperate zone and the Andes and having toothed leaves, a 4-parted calyx, and a woody conelike fruit"
Alocasia,": a genus of tropical Asian herbs (family Araceae) with basal long-petioled often showy leaves, a glaucous boat-shaped spathe, and reddish berries"
alod,: alodium
alodial,: of or relating to alodium
alodialism,: the alodial system
alodialist,: a proprietor holding an alodium
alodiality,: the quality or state of being alodial
alodially,: by alodial tenure
alodiary,: one that holds an alodium
alodification,: the change in the title to lands from feudal tenure to complete ownership
alodium,: a form of estate among 11th century Anglo-Saxons in which absolute possession and control were vested in the holder
aloe,: agarwood
aloeroot,: colicroot
aloeswood,: agarwood
aloetic,": using, consisting of, containing, or belonging to aloes"
aloewood,: geiger tree
aloft,: at or to a great height
alogia,: inability to speak : difficulty in speaking : reduced fluency of speech
Alogian,: one of the Alogi
alogical,: being outside the bounds of that to which logic can apply
alogically,: being outside the bounds of that to which logic can apply
alogism,: anything that is contrary or indifferent to logic
aloin,: a bitter yellow crystalline cathartic obtained from the aloe and containing one or more glycosides (as barbaloin)
aloisiite,": a mineral consisting of hydrous subsilicate of calcium, ferrous iron, magnesium, and sodium occurring in amorphous brown-to-violet masses"
aloma,: a light brown to yellowish brown that is darker than bran and duller than pablo
alone,: separated from others : isolated
aloneness,: separated from others : isolated
along,: in a line matching the length or direction of
alongshore,: along the shore or coast
alongside,: along the side : in parallel position
alongst,: along
Alonsoa,: a genus of often shrubby tropical American plants (family Scrophulariaceae) with showy red flowers in terminal racemes
aloof,: removed or distant either physically or emotionally
aloofly,: removed or distant either physically or emotionally
aloofness,: the quality or state of being aloof or emotionally distant
aloose,: not knowing what to do : not having anything in particular to do
alopecia,": loss of hair, wool, or feathers"
Alopecias,": loss of hair, wool, or feathers"
alopecoid,: like a fox : vulpine
Alopecurus,": a genus of grasses found in temperate regions and having slender culms, flat leaves, and soft spikes  � see meadow foxtail"
Alopias,: a monotypic genus of elasmobranch fishes that comprises the thresher sharks and is usually included in the Lamnidae but sometimes made the type and sole representative of a separate family
Alosa,: a genus of fishes (family Clupeidae) comprising the shads
Alouatta,: a genus of monkeys comprising the howler monkeys
alouatte,: howler monkey
aloud,: with the speaking voice in a way that can be clearly heard
alow,: below
Aloysia,: lemon verbena
alp,: a high rugged mountain
alpaca,: a domesticated mammal (Vicugna pacos synonym Lama pacos) especially of Peru that is probably descended from the vicu�a
alpeen,: cudgel
Alpen,section of the Alps mountain system in southern Switzerland in the cantons of Bern and Valais between Lake Thun and Brienz on the north and the valley of the upper Rh�ne River on the south  � see finsteraarhorn
alpenglow,: a reddish glow seen near sunset or sunrise on the summits of mountains
alpenhorn,: a straight wooden horn 5 to 14 feet (about 1.5 to 4.3 meters) in length used chiefly by Swiss herdsmen
alpenstock,: a long iron-pointed staff used in mountain climbing
alpestrine,: growing at high elevations but not above the timber line : subalpine
alpha,: the 1st letter of the Greek alphabet  � see Alphabet Table
alphabet,: a set of letters or other characters with which one or more languages are written especially if arranged in a customary order
alphabetarian,: a learner or student of the alphabet : abecedarian
alphabetic,: arranged in the order of the letters of the alphabet
alphabetical,: arranged in the order of the letters of the alphabet
alphabetically,: arranged in the order of the letters of the alphabet
alphabetics,: the science dealing with the representation of spoken sounds by means of letters
alphabetiform,: having the form of an alphabet : resembling letters
alphabetism,: the use of letters as symbols:
alphabetist,: one that studies or invents alphabets
alphabetization,: the act or process of alphabetizing
alphabetize,: to arrange alphabetically
alphabetizer,: to arrange alphabetically
Alphard,: an orange star of the second magnitude that is the brightest star in the constellation Hydra
Alphecca,: a white binary star of the second magnitude that is the brightest star in the constellation Corona Borealis
Alpheratz,: a white binary star of the second magnitude that is the brightest star in the constellation Andromeda
alphitomorphous,: resembling barley meal
Alphonse,: a pair of persons exhibiting an excessive usually exaggerated politeness or deference to each other especially about not taking precedence
Alphonsine,": relating to the set of astronomical tables prepared in 1252 by order of Alfonso X, king of Le�n and Castile"
Alphonso,: a small mango grown in India that has yellowish skin and bright orange flesh
alphorn,: a straight wooden horn 5 to 14 feet (about 1.5 to 4.3 meters) in length used chiefly by Swiss herdsmen
Alpine,: a plant native to alpine or boreal regions that is often grown for ornament
alpine,: a plant native to alpine or boreal regions that is often grown for ornament
Alpinia,": a large genus of herbs (family Zingiberaceae) found in Asia, Australia, and Polynesia with showy very irregular flowers and large aromatic rootstocks  � see galingale"
Alpinism,: mountain climbing in the Alps or other high mountains
Alpinist,": a mountain climber specializing in high, difficult ascents"
alpist,: the seed of canary grass
Alpujarra,: an antique or modern Spanish rug embroidered in woolen or silken loops on canvas
alraun,: mandrake sense 1
already,": prior to a specified or implied past, present, or future time : by this time : previously"
alright,: all right
alrighty,: all right entry 1 sense 2
alroot,: noni sense 1
Alsatia,region and former province in northeastern France between the Rhine River and Vosges Mountains
Alsatian,": relating to, situated in, inhabiting, or coming from Alsace"
alsbachite,: a porphyritic aplite sometimes containing garnets
Alsinaceae,": a family of herbs having opposite entire leaves and small mostly perfect flowers with distinct sepals, clawless petals, and capsular fruits, often included in the Caryophyllaceae"
alsinaceous,: of or relating to the family Alsinaceae or genus Alsine
Alsine,: a genus (the type of the family Alsinaceae) of herbs that includes the chickweeds and stitchworts and is equivalent to Stellaria or to a combination of Stellaria and Arenaria of other classifications
also,: likewise sense 1
Alsophila,: a large genus of tree ferns (family Cyatheaceae) found in tropical mountainous regions having ample finely divided fronds bearing naked sori
Alstonia,": a genus of trees or shrubs (family Apocynaceae) found in tropical Asia, Australia, and Polynesia having white funnel-shaped flowers and including several (especially A. constricta) whose bark has been used medicinally for its antiperiodic and antipyretic properties (as in the treatment of malaria)"
alstonine,: an alkaloid C21H20N2O4 found in the bark of a tree of the genus Alstonia (A. constricta)
alstonite,: bromlite
Alstroemeria,: any of a genus (Alstroemeria) of tropical South American herbs of the lily family that are often cultivated for their clusters of showy variegated flowers
alt,alternate
Altaic,: of or relating to the Altai Mountains
Altair,: the brightest star in the constellation Aquila
altaite,: a mineral consisting of lead telluride PbTe tin-white when untarnished and usually occurring massive with cubic cleavage
Altamira,caverns containing prehistoric artwork in northern Spain west-southwest of Santander
altar,: a usually raised structure or place on which sacrifices are offered or incense is burned in worship
altarage,: the offerings made upon an altar or to a church
altarist,: one that attends at an altar
altarpiece,: a work of art that decorates the space above and behind an altar
altarwise,: as an altar is usually placed
altazimuth,: a telescope mounted so that it can swing horizontally and vertically
alter,: to make different without changing into something else
alterability,: to make different without changing into something else
alterable,: to make different without changing into something else
alterably,: to make different without changing into something else
alterant,: alterative
alteration,: the act or process of altering something
alterative,: a drug used empirically to alter favorably the course of an ailment
altercate,: to dispute angrily or noisily : wrangle
altercation,": a noisy, heated, angry dispute"
alterer,: to make different without changing into something else
alterity,: otherness
altern,: acting by turns : alternate
alternacy,: alternation
alternance,: alternation
alternant,: alternating
Alternanthera,: a genus of low herbs (family Amaranthaceae) chiefly of tropical America and Australia with inconspicuous flowers  � see alligator weed
Alternaria,: a genus of imperfect fungi (family Dematiaceae) producing chains of dark conidia tapering at the upper end and arranged like bricks
alternate,: occurring or succeeding by turns
alternately,: by turns one after the other
alternating,: occurring by turns or in succession
alternatingly,: occurring by turns or in succession
alternation,: the act or process of alternating or causing to alternate
alternative,: offering or expressing a choice
alternatively,: offering or expressing a choice
alternativeness,: offering or expressing a choice
alternativity,: the power to choose between two courses of action
alternator,: an electric generator for producing alternating current
alterne,: one of a group of adjoining plant communities usually sharply differentiated from one another
alterocentric,: allocentric
Althaea,:  rose of sharon
althaein,: a crystalline pigment obtained from the hollyhock having a bronze luster but being blue in alkaline solution
Althea,: a genus of Old World herbs of the mallow family that have terminal spikelike clusters of showy flowers and include the hollyhock and marshmallow
althea,: a genus of Old World herbs of the mallow family that have terminal spikelike clusters of showy flowers and include the hollyhock and marshmallow
althein,: a crystalline pigment obtained from the hollyhock having a bronze luster but being blue in alkaline solution
altho,: in spite of the fact that : even though
althorn,: an alto saxhorn
although,: in spite of the fact that : even though
Altica,: a genus of flea beetles usually of blue or green color
Alticamelus,: a genus of large long-necked American Miocene camels
altigraph,: an altimeter equipped with a recording mechanism
altilik,: a coin formerly used in Turkey that was originally of silver and was equivalent to 6 piasters
altimeter,: an instrument for measuring altitude
altimetry,: an instrument for measuring altitude
altingiaceous,: hamamelidaceous
altiplano,: a high plateau or plain : tableland
altisonant,: lofty or pompous : high-sounding
altissimo,: in the octave beginning with the third G above middle C
altitude,: the vertical elevation of an object above a surface (such as sea level or land) of a planet or natural satellite
altitudinal,: the vertical elevation of an object above a surface (such as sea level or land) of a planet or natural satellite
alto,: countertenor
altogether,": wholly, completely"
altrices,: altricial birds
altricial,: being hatched or born or having young that are hatched or born in a very immature and helpless condition so as to require care for some time
altrose,: a synthetic syrupy sugar C6H12O6 stereoisomeric with glucose and epimeric with allose
altruism,: unselfish regard for or devotion to the welfare of others
altruist,: one that adheres to or practices altruism: such as
altruistic,: relating to or given to altruism:
altruistically,: relating to or given to altruism:
altun,"mountain range of western China in southern Xinjiang Uygur; highest peak about 25,000 feet (7620 meters)"
aludel,: one of the pear-shaped or bottle-shaped pots open at both ends so that the neck can be fitted into the bottom of another similar pot in succession used to form a condenser in sublimation processes
alula,": a specialized structure of the upper leading edge of a bird's wing that consists of a tuft of short, stiff flight feathers attached to the movable first wing digit corresponding to the thumb and that facilitates flight, landing, and maneuverability at slow speeds : bastard wing"
alulet,: alula sense 2
alum,: a potassium aluminum sulfate KAl(SO4)2�12H2O or an ammonium aluminum sulfate NH4Al(SO4)2�12H2O used especially for its astringent and styptic properties
alumbloom,: alumroot sense 1
alumiferous,: aluminiferous
alumina,: the oxide of aluminum Al2O3 that occurs both in pure form as corundum and in hydrated forms (as in bauxite)
aluminate,: a compound of alumina with a metallic oxide
aluminic,: of or relating to aluminum
aluminide,: a binary compound of aluminum and another element
aluminiferous,: containing alum or aluminum
aluminite,: a hydrous aluminum sulfate Al2SO4(OH)4�7H2O usually occurring in white compact reniform masses
aluminium,: aluminum
aluminize,: to treat or coat with aluminum
aluminography,: algraphy
aluminosilicate,: a combined silicate and aluminate
aluminosis,: a lung disease caused by the inhalation of dusts of certain aluminum compounds
aluminothermic,: of or relating to aluminothermy
aluminothermics,: aluminothermy
aluminothermy,": a process of producing great heat and strong chemical reduction by oxidizing finely divided aluminum with oxygen taken from another metal, this metal being thus reduced from its oxide (as molten iron is obtained from iron oxide in welding by the Thermit process)"
aluminotype,: a relief-surface printing plate made by forcing molten aluminum alloy into a plaster-of-paris mold made from the surface to be duplicated
aluminous,": of, relating to, or containing alum or aluminum"
aluminum,": a silver-white metallic chemical element with atomic number 13 that has good electrical and thermal conductivity, high reflectivity, and resistance to oxidation"
alumna,": a girl or woman who has attended or has graduated from a particular school, college, or university"
alumnae,": a girl or woman who has attended or has graduated from a particular school, college, or university"
alumnal,: of or relating to alumni or alumnae
alumni,": a person who has attended or has graduated from a particular school, college, or university"
alumnus,": a person who has attended or has graduated from a particular school, college, or university"
alumohydrocalcite,: a mineral consisting of a hydrous calcium aluminum carbonate CaAl2(CO3)2(OH)4. 2H2O and occurring as white chalky radiating masses
alumroot,: any of a genus (Heuchera) of North American herbs of the saxifrage family having basal rounded or lobed toothed leaves
alunite,: a mineral that consists of a hydrous potassium aluminum sulfate and occurs in massive form or in rhombohedral crystals
alunogen,: a mineral consisting of a white fibrous aluminum sulfate Al2(SO4)3�18H2O frequently found on the walls of mines and quarries
alupag,": a common Philippine timber tree (Euphoria didyma) with sweet edible fruit, the wood being used especially for making combs"
Alur,: a cattle-breeding people of the Nile basin north of Lake Albert
alure,": passage, gallery, ambulatory"
alurgite,: a manganese mica of purplish color
alushtite,: a mineral consisting of a hydrous aluminum silicate and occurring in bluish or greenish claylike crusts and veins
aluta,: a soft tawed leather
alutaceous,: having the quality or color of tawed leather
alvar,: the plant community consisting typically of mosses and calciphilous herbaceous plants that grows on steppelike shallow alkaline soils overlying Scandinavian limestones
alveloz,: the milky sap of a Brazilian plant (Euphorbia heterodoxa) used as a folk remedy in the treatment of cancerous ulcers
alveola,: a small depression or pit: such as
alveolar,": of, relating to, resembling, or having alveoli"
alveolariform,: alveoliform
alveolary,: alveolar
alveolate,: pitted like a honeycomb
alveolation,: pitted like a honeycomb
alveole,: alveolus
alveolectomy,: surgical excision of a portion of an alveolar process usually as an aid in fitting dentures
alveoli,: a small cavity or pit: such as
alveoliform,: shaped like an alveolus
alveolite,: a fossil coral of Alveolites or a related genus
Alveolites,: a genus of fossil corals of the Silurian and Devonian rocks having massive or branching bodies with compressed thin-walled corallites
alveolitis,: inflammation of one or more alveoli especially of the lung
alveolocondylean,: of or relating to the plane which passes through the occipital condyles and the alveolar point
alveolonasal,: of or relating to the alveolar point and the nasion
alveolus,: a small cavity or pit: such as
alveus,: a thin layer of medullary nerve fibers on the ventricular surface of the hippocampus
alway,: always
always,: at all times : invariably
alypin,: amydricaine or its hydrochloride
Alyssum,: any of a genus (Alyssum) of Eurasian herbs of the mustard family with small usually yellow racemose flowers
Alytes,: a genus of toads (family Discoglossidae) comprising the obstetrical toads of southwestern Europe
am,America; American
ama,: a Japanese diver especially for pearls or food
amaas,: variola minor
amability,: lovableness
amacrinal,": of, relating to, or being an amacrine cell"
amacrine,": of, relating to, or being an amacrine cell"
amadelphous,: gregarious
amadou,: punk entry 3 sense 2
amah,: a female servant in eastern Asia
Amahuaca,: a Panoan people of Brazil and Peru
amain,: with all one's might
amala,: a minor official of a lawcourt
amalaka,: a bulbous or melonlike ornament terminating the shikaras of medieval Indian temples
Amalfian,"commune and port on the Gulf of Salerno, Campania, Italy population 5527"
amalgam,: a mixture of different elements
amalgamate,: to unite in or as if in an amalgam
amalgamation,: the action or process of uniting or merging two or more things : the action or process of amalgamating
amalgamationist,: an advocate of racial amalgamation
amalgamative,: characterized by or tending to amalgamation
amalgamator,: to unite in or as if in an amalgam
amalgamize,: amalgamate
Amalrician,: a member of a sect of pantheists founded by the French philosopher Amalric of Bena
amaltas,:  cassia fistula
amamau,: a small Hawaiian tree fern (Sadleria cyatheoides) of the family Cyatheaceae having petioles which yield soft hairs used for the same purposes as pulu
amandin,: the typical protein of sweet almonds and peach kernels with the properties of a globulin
amang,: among
amani,: Indian government estates or other sources of revenue not leased or farmed out  � compare zamindari
Amanist,": a member of the religious communal Amana Society organized in Germany in 1714, located at Amana, Iowa, in 1855, and known to the members as the Community of True Inspiration"
Amanita,: any of a genus (Amanita) of white-spored basidiomycetous fungi that typically have a volva and an annulus about the stipe and include some deadly poisonous forms
amanitin,: a highly toxic peptide that is produced by the death cap and that selectively inhibits mammalian RNA polymerase
Amanitopsis,: a genus of agarics distinguished by the absence of an annulus and being with a few exceptions poisonous
amanori,: an alga or a product prepared from algae of the genus Porphyra comprising purple gelatinous seaweeds that are dried and pressed and are important as food in Japan
amanous,: having no hands
amanuenses,: one employed to write from dictation or to copy manuscript
amanuensis,: one employed to write from dictation or to copy manuscript
amapa,"state of northern Brazil northwest of the Amazon Delta and bordering on the Atlantic Ocean, French Guiana, and Suriname; capital Macap� area 54,965 square miles (142,359 square kilometers), population 669,526"
Amara,": a large genus of phytophagous ground beetles (family Carabidae) of oblong-ovate form, medium size, and usually bronze color"
amaranth,": any of a large genus (Amaranthus of the family Amaranthaceae, the amaranth family) of coarse annual herbs with clusters of small green, dark pink, red, or purplish flowers and including forms cultivated as food crops and various pigweeds"
Amaranthaceae,: a cosmopolitan family of herbs and low shrubs (order Caryophyllales) having bracteate flowers in dense clusters for which many members are cultivated
amaranthine,: of or relating to an amaranth
Amaranthus,": a large genus of coarse herbs (family Amaranthaceae, the amaranth family) including some which produce pollen that is an important hay fever allergen"
amarantite,: a hydrous ferric sulfate FeSO4(OH)�3H2O of amaranth color
amarelle,: any of several cultivated cherries derived from the sour cherry (Prunus cerasus) and distinguished from the morellos by their colorless juice
amarevole,: with bitterness
amargoso,: the bark of the goatbush
amarillo,"city in northwestern Texas population 190,695"
amaroid,: any bitter vegetable extractive of definite chemical composition other than an alkaloid or glucoside
amaroidal,: relating to bitters or having a bitter taste
amaryllid,: a plant of the family Amaryllidaceae
Amaryllidaceae,: a family of plants (order Liliales) found mostly in tropical regions and having perfect showy flowers with the tube of the perianth adnate to the ovary
amaryllidaceous,: of or relating to the family Amaryllidaceae
amaryllideous,: a plant of the family Amaryllidaceae
Amaryllis,": an autumn-flowering South African bulbous herb (Amaryllis belladonna of the family Amaryllidaceae, the amaryllis family) that is grown in gardens for its clusters of large, fragrant, usually white or pink flowers which resemble lilies and are borne on long, solid, leafless stems : belladonna lily"
amass,: to collect for oneself : accumulate
amasser,: to collect for oneself : accumulate
amassment,: to collect for oneself : accumulate
amastia,: the absence or underdevelopment of the mammary glands
amateur,": one who engages in a pursuit, study, science, or sport as a pastime rather than as a profession"
amateurish,": one who engages in a pursuit, study, science, or sport as a pastime rather than as a profession"
amateurishly,": one who engages in a pursuit, study, science, or sport as a pastime rather than as a profession"
amateurishness,": one who engages in a pursuit, study, science, or sport as a pastime rather than as a profession"
amateurism,": one who engages in a pursuit, study, science, or sport as a pastime rather than as a profession"
Amati,: a violin made by a member of the Amati family of Cremona
amative,: strongly moved by love and especially sexual love : amorous sense 1
amatively,: strongly moved by love and especially sexual love : amorous sense 1
amativeness,: strongly moved by love and especially sexual love : amorous sense 1
amatol,: an explosive consisting of ammonium nitrate and trinitrotoluene
amatory,": of, relating to, or expressing sexual love"
amatrice,: a gem cut from variscite and its surrounding matrix
amatungula,:  natal plum
amaurosis,: partial or complete loss of sight occurring especially without an externally perceptible change in the eye
amaurotic,: partial or complete loss of sight occurring especially without an externally perceptible change in the eye
amaze,: to fill with wonder : astound
amazed,: feeling or showing great surprise or wonder
amazedly,: feeling or showing great surprise or wonder
amazement,: a feeling of astonishment : the quality or state of being amazed
Amazilia,: a genus of large hummingbirds chiefly of Central America that includes several (such as Amazilia beryllina and Amazilia yucatanensis) that range as far north as the southern U.S.
amazing,": causing astonishment, great wonder, or surprise"
amazingly,: to an amazing degree
Amazon,: a member of a race of female warriors of Greek mythology
Amazona,: a large genus of tropical American parrots
Amazonian,": relating to, resembling, or befitting an Amazon or an amazon"
Amazonism,: the assumption by women of habits and occupations usually regarded as masculine
amazonite,: an apple-green or bluish-green variety of microcline
amba,: a Bantu-speaking people of southwestern Uganda
ambage,": ambiguity, circumlocution"
ambagious,": roundabout, circuitous"
ambagiously,": roundabout, circuitous"
ambalam,: a Sri Lankan resthouse for travelers
ambar,: a butterfly lily (Hedychium coronarium)
ambaree,: a canopied howdah
ambarella,": a tropical tree (Spondias dulcis synonym Spondias cytherea of the family Anacardiaceae, the cashew family) that is native to Polynesia and Melanesia and is widely cultivated for its edible ovoid fruit which has a slightly sour, yellowish skin and pulp"
ambassade,: the mission of an ambassador or those sent on a mission
ambassador,: an official envoy
ambassadorial,: an official envoy
ambassadorship,: an official envoy
ambassadress,: a woman who is an ambassador
ambatch,: a rapidly growing thorny tree (Aeschynomene elaphroxylon) of the Nile valley valued for its white pithlike wood
ambatoarinite,": a mineral 5SrCO3�4(Ce, La, Di)2(CO3)3�(Ce, La, Di)2O3 consisting of an orthorhombic carbonate of the cerium metals and strontium"
ambay,: an Argentine timber tree (Cecropia adenopus) with light soft wood
ambeer,: tobacco juice
amber,: a hard yellowish to brownish translucent fossil resin that takes a fine polish and is used chiefly in making ornamental objects (such as beads)
amberfish,": any of numerous tropical or subtropical fishes of Seriola or related genera (family Carangidae)  � compare amberjack, yellowtail"
ambergris,": a waxy substance found floating in or on the shores of tropical waters, believed to originate in the intestines of the sperm whale, and used in perfumery as a fixative"
amberoid,: a material consisting of small pieces of amber or sometimes other resins united by heat and pressure
ambicolorate,: exhibiting ambicoloration
ambicoloration,: an abnormal development of color or pigmentation on the eyeless and ordinarily whitish side of any flatfish of the families Pleuronectidae and Soleidae
