word,meaning
hassle,: a heated often protracted argument : wrangle
hassock,: tussock
hassocky,: full of hassocks
hasta,: have you
hastate,: triangular with sharp basal lobes spreading away from the base of the petiole
haste,: rapidity of motion : swiftness
hasteful,: full of haste : hasty
hastefully,: full of haste : hasty
hasteless,: being without haste : unhurried
hasten,: to move or act quickly
hastener,: to move or act quickly
haster,: hastener
hastilude,: a medieval joust : spear play
hastily,: in haste : hurriedly
hastiness,: done or made in a hurry
hastings,1st Marquess of 1754�1826
hastingsite,: a sodium-calcium-iron amphibole ideally NaCa2Fe5Al2Si6O22(OH)2 but generally containing a little potassium and magnesium
hasty,: done or made in a hurry
hat,: a covering for the head usually having a shaped crown and brim
hatband,": a band (as of fabric, leather, or cord) around the crown of a hat just above the brim"
hatbox,: a box for holding or storing a hat
hatch,: a small door or opening (as in an airplane or spaceship)
hatchability,: a small door or opening (as in an airplane or spaceship)
hatchable,: a small door or opening (as in an airplane or spaceship)
hatchel,: hackle entry 3 sense 1
hatcher,: a small door or opening (as in an airplane or spaceship)
hatchery,: a place for hatching eggs (as of poultry or fish)
hatcheryman,: one who operates a hatchery
hatchet,: a short-handled ax often with a hammerhead to be used with one hand
hatchetfish,: any of several small South American characin fishes with enlarged pectoral fins and thin wedge-shaped bodies that are often seen in tropical aquariums
hatchetman,": one hired for murder, coercion, or attack"
hatchettine,: a mineral paraffin wax C38H78 melting at 55� to 65� C in the natural state and at 79� C when pure
hatchettolite,: a uranium-bearing pyrochlore
hatchgate,: wicket
hatching,: the engraving or drawing of fine lines in close proximity especially to give an effect of shading
hatchling,: a recently hatched animal
hatchman,: one who stands by a ship's hatch to assist with the loading and unloading
hatchment,: a panel on which a coat of arms of a deceased person is temporarily displayed
hatchminder,: one who stands by a ship's hatch to assist with the loading and unloading
hatchway,: a passage giving access usually by a ladder or stairs to an enclosed space (such as a cellar)
hatchwayman,: one who stands by a ship's hatch to assist with the loading and unloading
hate,": intense hostility and aversion usually deriving from fear, anger, or sense of injury"
hateable,: subject to being hated : detestable
hateful,: full of hate : malicious
hatefully,: full of hate : malicious
hatefulness,: full of hate : malicious
hateless,: being without hate
hatelessness,: being without hate
hater,: a person who hates someone or something
hatful,: as much or as many as a hat will hold
hathi,": a greenish gray that is yellower, lighter, and slightly less strong than cabbage green"
Hathor,": the ancient Egyptian goddess of the sky, women, fertility, and love"
Hathoric,: of or relating to Hathor or to a column surmounted by her image
Hati,: the physical heart  � compare ab entry 2
hatless,: a covering for the head usually having a shaped crown and brim
hatmaker,: one who makes hats
hatpin,: a long straight pin with an ornamented head that is used to keep a hat in place
hatrack,: a wooden framework with several projecting pegs that hangs against a wall and is used to hold hats and other articles of clothing
hatred,: extreme dislike or disgust : hate
hatstand,: clothes tree
hatted,: a covering for the head usually having a shaped crown and brim
hatter,": one that makes, sells, or cleans and repairs hats"
Hatteria,: tuatara
Hatti,: a preHittite people of central Anatolia
Hattic,: of or relating to the Hatti people
hatting,: a covering for the head usually having a shaped crown and brim
hattock,: a small hat
hau,: majagua sense a
hauberget,: an early English woolen cloth
hauberk,: a tunic of chain mail worn as defensive armor from the 12th to the 14th century
hauerite,: a mineral MnS2 consisting of native manganese sulfide and occurring as reddish brown or brownish black octahedral or pyritohedral crystals or massive (specific gravity 3.46)
haugh,: a low-lying meadow by the side of a river
haught,: haughty
haughtily,: blatantly and disdainfully proud : having or showing an attitude of superiority and contempt for people or things perceived to be inferior
haughtiness,: blatantly and disdainfully proud : having or showing an attitude of superiority and contempt for people or things perceived to be inferior
haughty,: blatantly and disdainfully proud : having or showing an attitude of superiority and contempt for people or things perceived to be inferior
haul,: to cause (something) to move by pulling or drawing : to exert traction on
haulabout,: a steel barge with large hatchways and coal transporters used for coaling ships
haulage,: the act or process of hauling
haulageway,: a passage in a coal mine along which coal is transported : gangway sense 4
haulback,: a small wire rope used to pull the main cable back to the timber after each haulage in logging
hauler,: one that hauls: such as
haulm,: the stems or tops of crop plants (such as peas or potatoes) especially after the crop has been gathered
haulmy,: having haulms
haunch,: hip entry 1 sense 1a
haunched,: having haunches
haunchless,: lacking haunches
haunchy,: having large haunches
haunt,: to visit often : frequent
haunter,: to visit often : frequent
hauntingly,: to visit often : frequent
haunty,": unruly, restless"
Hauranitic,: of or relating to the Syrian region of Hauran
hauriant,: being in pale with the head up as if rising for air  � compare urinant
haurient,: being in pale with the head up as if rising for air  � compare urinant
Hausa,: the Chadic language of the Hausa people widely used in western Africa as a trade language
hausen,Harald zur 1936�     German virologist
hausmannite,: an opaque mineral Mn3O4 consisting of manganese tetroxide found commonly in brownish black tetragonal crystals
hausse,: gorget sense 1
haustellate,: having a haustellum : suctorial
haustellum,: a proboscis (as of an insect) adapted to suck blood or juices of plants
haustorial,": of, relating to, or having a haustorium"
haustorium,: a nutrient-absorbing outgrowth of a fungus or parasitic plant that penetrates the tissues of the host organism
haustral,": of, relating to, or exhibiting haustra"
haustrum,: one of the pouches or sacculations into which the large intestine is divided
hautboy,: oboe
hautboyist,: oboist
hauteur,": arrogance, haughtiness"
hauynite,": an isometric silicate mineral (Na,Ca)4−8Al6Si6O24(SO4)1− consisting of sulfate of aluminum, calcium, and sodium and occurring commonly as rounded grains in various igneous rocks (hardness 5.5�6, specific gravity 2.4�2.5)"
havage,: familial descent : lineage
Havaiki,: a fabled original homeland from which the Polynesians believe themselves to have come and to which their spirits return after death
Havana,: a cigar made from Cuban tobacco
Havanese,": any of a breed of small, short-legged, sturdy dogs developed in Cuba that have a thick coat of long, soft, silky hair and a well-feathered tail curled over the back"
have,": to hold or maintain as a possession, privilege, or entitlement"
havel, 1936�2011 Czech writer and politician; president of Czechoslovakia (1989�92); president of Czech Republic (1993�2003)
havelock,: a covering attached to a cap to protect the neck from the sun or bad weather
haven,": harbor, port"
havenless,: having no harbor or haven
haver,: to hem and haw
havercake,: oatcake
haverel,: a garrulous half-wit
havergrass,: any of several chiefly European wild oats
havermeal,: oatmeal
havers,: to hem and haw
haversack,: a bag similar to a knapsack but worn over one shoulder
Haversian,: any of the small canals through which the blood vessels ramify in bone
haversine,: half of the versed sine
havildar,: a noncommissioned officer in the Indian army corresponding to a sergeant
havoc,: wide and general destruction : devastation
haw,: a hawthorn berry
Hawaiian,: a native or resident of Hawaii
hawer,: one that haws in speech
hawfinch,": an Old World finch (Coccothraustes coccothraustes of the family Fringillidae) with a large heavy bill and short thick neck and the male marked with black, white, and brown"
hawk,: any of numerous diurnal birds of prey belonging to a suborder (Falcones of the order Falconiformes) and including all the smaller members of this group
hawkbill,: hawksbill turtle
hawkbit,: any of various plants of the genus Leontodon
hawked,: any of numerous diurnal birds of prey belonging to a suborder (Falcones of the order Falconiformes) and including all the smaller members of this group
hawker,: falconer
hawkery,: a place where hawks are kept
Hawkeye,: a native or resident of Iowa
hawkie,: a white-faced cow
hawking,Stephen (William) 1942�2018 British physicist
hawkish,: resembling or suggesting a hawk or the beak of a hawk in appearance
hawklike,: resembling or suggesting a hawk in appearance or character
hawkweed,: any of a genus (Hieracium) of perennial often apomictic composite herbs having usually yellow flowers  � compare orange hawkweed
hawky,: hawklike
hawok,: formerly used American Indian money of California consisting of shell disks or buttons
Haworthia,: a genus of xerophytic South African succulent plants of the family Liliaceae that have thick fleshy leaves mostly crowded in a basal rosette and white or greenish flowers in a terminal spike
hawse,: the part of a ship's bow that contains the hawseholes
hawsehole,: a hole in the bow of a ship through which a cable passes
hawsepiece,: one of the timbers in the bow of a wooden ship through which a hawsehole is cut
hawsepipe,: a cast-iron or steel pipe placed in the bows of a ship on each side of the stem for the anchor chains to pass through
hawser,": a large rope for towing, mooring, or securing a ship"
hawthorn,": any of a genus (Crataegus) of spring-flowering spiny shrubs or small trees of the rose family with glossy and often lobed leaves, white or pink fragrant flowers, and small red fruits"
hay,: herbage and especially grass mowed and cured for fodder
haybird,: any of various small European birds (as the blackcap or the garden warbler) that build nests largely of grass
haybote,: the wood or thorns allowed to a tenant or commoner in English law for repairing hedges or fences
haycap,: a covering for a haycock
haycock,: a somewhat rounded conical pile of hay
hayfield,: a field where herbaceous plants and especially grasses or legumes (such as timothy or orchard grass or alfalfa) are grown for hay (see hay entry 1 sense 1)
hayfork,: a hand fork for pitching hay
haylift,: an airlift engaged in dropping emergency food to farm animals isolated especially by deep snow
hayloft,: a loft especially for storing hay
haymaker,: a powerful blow
haymaking,: the operation or work of cutting grass and curing it for hay
haymow,: a mow especially of or for hay
hayrack,: a feeding rack that holds hay for livestock
hayrick,: a relatively large sometimes thatched outdoor pile of hay : haystack
hayseed,: seed shattered from hay
haysel,: the haying season
haystack,: a stack of hay
haytime,: the period in which haying is usually done
hayward,"city in western California southeast of Oakland population 144,186"
haywire,: being out of order or having gone wrong
Hazara,: a Mongoloid people of Afghanistan
hazard,: a source of danger
hazarder,: one that hazards
hazardless,: not hazardous : marked by no hazard : involving no risk or danger
hazardous,: involving or exposing one to risk (as of loss or harm)
hazardously,: involving or exposing one to risk (as of loss or harm)
hazardousness,: involving or exposing one to risk (as of loss or harm)
hazardry,: gambling
haze,": fine dust, smoke, or light vapor causing lack of transparency of the air"
Hazel,: any of a genus (Corylus and especially the American C. americana and the European C. avellana) of shrubs or small trees of the birch family bearing nuts enclosed in a leafy involucre
hazel,: any of a genus (Corylus and especially the American C. americana and the European C. avellana) of shrubs or small trees of the birch family bearing nuts enclosed in a leafy involucre
hazelly,: covered with or abounding in hazels
hazelnut,: the brown nut of a hazel
hazelwood,"city in eastern Missouri west-northwest of Saint Louis population 25,703"
hazelwort,: an asarabacca (Asarum europaeum)
hazer,": fine dust, smoke, or light vapor causing lack of transparency of the air"
hazily,": made dim or cloudy by or as if by fine dust, smoke, or light vapor in the air : obscured by or as if by haze (see haze entry 1 sense 1a)"
haziness,": made dim or cloudy by or as if by fine dust, smoke, or light vapor in the air : obscured by or as if by haze (see haze entry 1 sense 1a)"
hazing,: the action of hazing
hazle,: haze
hazy,": made dim or cloudy by or as if by fine dust, smoke, or light vapor in the air : obscured by or as if by haze (see haze entry 1 sense 1a)"
he,: that male one who is neither speaker nor hearer
head,": the upper or anterior division of the animal body that contains the brain, the chief sense organs, and the mouth"
headache,: pain in the head
headachy,: pain in the head
headband,: a band worn on or around the head
headboard,: a board forming the head (as of a bed)
headborough,: a chief of a frankpledge or tithing  � compare tithingman
headcap,: the covering leather at the head and foot of the backbone of a hand-covered book shaped over the headbands
headcheese,": a jellied loaf or sausage made from edible parts of the head, feet, and sometimes the tongue and heart especially of a pig"
headchute,: a pipe for ejecting refuse from a ship's head
headcloth,: a cloth forming a covering or screen for the head of a bed
headdress,: an often elaborate covering for the head
headed,: having a head or a heading
headender,: a head-on collision
header,: one that removes heads
headfirst,: with the head foremost
headforemost,: headfirst
headframe,: a frame structure over a mine shaft to support the hoisting sheaves
headful,: a quantity (as of information) that fills the head
headgear,: a covering or protective device for the head
headily,": willful, rash"
headiness,": willful, rash"
heading,: something that forms or serves as a head
headkerchief,: kerchief
headland,: unplowed land at the ends of furrows or near a fence
headledge,: either of the athwartship coamings of a hatchway or other deck opening
headless,: having no head
headlessness,: having no head
headlight,: a light with a reflector and special lens mounted on the front of a vehicle to illuminate the road ahead
headlighting,: the illumination in front of a vehicle supplied by the headlights
headlike,: resembling or suggesting a head in shape or function
headline,: words set at the head of a passage or page to introduce or categorize
headliner,: the principal performer in a show : star
headlock,: a hold in which a wrestler encircles an opponent's head with one arm
headlong,: headfirst sense 1
headman,": foreman, overseer"
headmark,: the distinguishing characteristics especially of the head that make one individual recognizable from another
headmaster,: a man heading the staff of a private school : principal
headmasterly,: a man heading the staff of a private school : principal
headmastership,: a man heading the staff of a private school : principal
headmistress,: a woman heading the staff of a private school
headmost,: most advanced : leading
headnote,: a prefixed note of comment or explanation
headpenny,:  head tax
headphone,: an earphone held over the ear by a band worn on the head
headpiece,: a protective or defensive covering for the head
headplate,: a key plate for printing a design featuring a person's head
headpost,: one of the posts at the head of a bed
headquarter,: to place in headquarters
headquarters,: a place from which a commander performs the functions of command
headrace,: a race for conveying water to a point of industrial application (as a waterwheel or turbine)
headrail,: one of the elliptical rails at a wooden ship's head extending from the place of the figurehead to the bow
headreach,: to move ahead into the wind by momentum (as in tacking)
headrest,: a support for the head
headright,: a grant (as of money or land) formerly given one who fulfilled certain conditions relating especially to settling and developing land (as in Virginia in 1619 and in Texas in 1839)
headring,: an often decorated ring formed on the head by building up hair with vegetable or animal fibers and worn by married warriors of some Ngoni tribes
headroom,": vertical space in which to stand, sit, or move"
headrope,: a rope leading from a masthead as a stay
headsail,: a sail set forward of the foremast
headset,: a support framework with attached electronic devices that is worn on the head: such as
headshake,: a shake of the head usually signifying denial or distrust
headship,": the position, office, or dignity of a head"
headsill,: a horizontal member at the top of a doorframe or window frame
headskin,: a tough elastic fatty mass covering the head of a sperm whale beneath the skin
headsman,: one that beheads : executioner
headspring,": fountainhead, source"
headstall,: a part of a bridle or halter that encircles the head
headstand,: the gymnastic feat of standing on one's head usually with support from the hands
headstick,: a short stick fitted to the headrope of a jib-headed sail or an ensign to prevent twisting
headstock,: a bearing or pedestal for a revolving or moving part
headstone,: a memorial stone at the head of a grave
headstream,: a stream that is the source of a river
headstrong,": not easily restrained : impatient of control, advice, or suggestions"
headstrongly,: in a headstrong manner
headstrongness,: the quality of being headstrong
headwaiter,: the head of the dining-room staff of a restaurant or hotel
headwall,: a precipice rising above the floor of a glacial cirque
headward,: toward the head : in the direction of the head
headwark,: headache
headwater,: the source of a stream
headway,: motion or rate of motion in a forward direction
headwear,: apparel for the head : headgear sense 1a
headwork,: mental labor
headworker,: a director of a social agency or settlement
heady,": willful, rash"
heaf,: a piece of ground used as a sheep pasture
heal,: to make free from injury or disease : to make sound or whole
healable,: capable of being healed
heald,: heddle
healder,: drawer-in
healer,: one that heals
healing,: to make free from injury or disease : to make sound or whole
health,": the condition of being sound in body, mind, or spirit"
healthful,: beneficial to health of body or mind
healthfully,: beneficial to health of body or mind
healthfulness,: beneficial to health of body or mind
healthily,: enjoying good health
healthiness,: enjoying good health
healthless,: lacking health of body or mind : infirm
healthsome,": wholesome, healthful"
healthy,: enjoying good health
heap,: a collection of things thrown one on another : pile
heaps,: a collection of things thrown one on another : pile
hear,: to perceive or become aware of by the ear
hearable,: capable of being heard
hearer,: to perceive or become aware of by the ear
hearing,": the process, function, or power of perceiving sound"
hearken,: listen
hearsay,: rumor
hearse,: an elaborate framework erected over a coffin or tomb to which memorial verses or epitaphs are attached
hearst,William Randolph 1863�1951 American newspaper publisher
heart,: a hollow muscular organ of vertebrate animals that by its rhythmic contraction acts as a force pump maintaining the circulation of the blood
heartache,: anguish of mind : sorrow
heartbeat,: one complete pulsation of the heart
heartbreak,": crushing grief, anguish, or distress"
heartbreaker,: one that causes heartbreak
heartbreaking,: causing intense sorrow or distress
heartbreakingly,: causing intense sorrow or distress
heartbroken,: overcome by sorrow
heartburn,: a burning discomfort behind the lower part of the sternum due especially to spasmodic reflux of acid from the stomach into the esophagus
heartburning,: intense or rancorous jealousy or resentment
hearted,: having a heart especially of a specified kind
heartedness,: the condition of having a heart especially of a specified kind
hearten,: to give heart to : cheer
heartening,: to give heart to : cheer
hearteningly,: to give heart to : cheer
heartfelt,: deeply felt : earnest
heartful,: full of heartfelt emotion : hearty
heartfully,: full of heartfelt emotion : hearty
hearth,": a brick, stone, or concrete area in front of a fireplace"
hearthless,: not having a hearth
hearthpenny,:  peter penny
hearthrug,: a rug for the front of the hearth
hearthstone,: stone forming a hearth
heartily,: in a hearty manner
heartiness,: giving unqualified support
hearting,: a hollow muscular organ of vertebrate animals that by its rhythmic contraction acts as a force pump maintaining the circulation of the blood
heartland,: a central area: such as
heartleaf,: any of several wild gingers that have distinctly cordate leaves and are usually included in the genus Asarum but are sometimes segregated in a separate genus
heartless,: spiritless
heartlessly,: spiritless
heartlessness,: spiritless
heartnut,:  japanese walnut
heartpea,: balloon vine
hearts,: a hollow muscular organ of vertebrate animals that by its rhythmic contraction acts as a force pump maintaining the circulation of the blood
heartsease,: peace of mind : tranquility
heartseed,: a plant of the genus Cardiospermum
heartsick,: very despondent : depressed
heartsickening,: causing depression or despondency
heartsickness,: very despondent : depressed
heartsome,": giving spirit or vigor : animating, enlivening"
heartsomely,": giving spirit or vigor : animating, enlivening"
heartsore,: heartsick
heartstring,: a nerve once believed to sustain the heart
heartthrob,: the throb of a heart
heartwater,": a serious febrile disease of sheep, goats, and cattle in southern Africa that is caused by a bacterium of the genus Ehrlichia (E. ruminantium) transmitted by a bont tick (Amblyomma hebraeum)"
heartweed,: lady's thumb
heartwise,: in the shape or manner of a heart
heartwood,": the older harder nonliving central wood of trees that is usually darker, denser, less permeable, and more durable than the surrounding sapwood"
hearty,: giving unqualified support
heat,: to become warm or hot
heatable,: to become warm or hot
heatedly,: marked by anger or passion
heater,: one that heats
heatful,: full of or producing heat
heath,: a tract of wasteland
heathbird,: black grouse
heathen,": of or relating to people or nations that do not acknowledge the God of the Bible : of or relating to heathens (see heathen entry 2 sense 1), their religions, or their customs : pagan"
heathendom,": of or relating to people or nations that do not acknowledge the God of the Bible : of or relating to heathens (see heathen entry 2 sense 1), their religions, or their customs : pagan"
heathenesse,: heathendom
heathenish,: resembling or characteristic of heathens : barbarous
heathenishly,: resembling or characteristic of heathens : barbarous
heathenism,": of or relating to people or nations that do not acknowledge the God of the Bible : of or relating to heathens (see heathen entry 2 sense 1), their religions, or their customs : pagan"
heathenize,": of or relating to people or nations that do not acknowledge the God of the Bible : of or relating to heathens (see heathen entry 2 sense 1), their religions, or their customs : pagan"
heathenness,: the state or quality of being heathen
heathenry,": the state, quality, or character of heathens"
Heather,: heath sense 2a
heather,: heath sense 2a
heathered,: full of or covered with heather
heathery,": of, relating to, or resembling heather"
heathless,: a tract of wasteland
heathlike,: a tract of wasteland
heathwort,: heath sense 1b
heathy,: a tract of wasteland
heating,: to become warm or hot
heatingly,: in a heating manner : so as to make hot
heatless,: to become warm or hot
heatproof,: to become warm or hot
heatronic,: utilizing dielectric heating
heatstroke,": a life-threatening condition marked especially by cessation of sweating, extremely high body temperature, and collapse that results from prolonged exposure to high temperature  � compare heat exhaustion, sunstroke"
heaume,: a large helmet chiefly of the 13th century worn over a hood of mail or close-fitting steel cap and supported by the shoulders rather than the head
heaumer,: a maker of medieval helmets
heautarit,: mercury sense 1c
heautophany,: manifestation of self
heave,": lift, raise"
heaveless,: free from heaves or heaving : quiet
heaven,: the expanse of space that seems to be over the earth like a dome : firmament
heavenless,: having no heaven : having no part or place in the heaven of the Deity
heavenlike,: heavenly
heavenliness,: of or relating to heaven or the heavens : celestial
heavenly,: of or relating to heaven or the heavens : celestial
heavens,: the expanse of space that seems to be over the earth like a dome : firmament
heavenward,: toward heaven
heavenwards,: heavenward
heaver,": lift, raise"
heavies,: having great weight
heavily,: to a great degree : severely
heaviness,: having great weight
heaving,": lift, raise"
heavy,: having great weight
heavyhanded,: clumsy
heavyhandedness,: clumsy
heavyheaded,: having a large or heavy head
heavyhearted,": despondent, saddened"
heavyheartedness,": despondent, saddened"
heavyweight,: one that is above average in weight
hebdomad,: a group of seven
hebdomadal,: weekly
hebdomadally,: weekly
hebdomadary,: a member of a Roman Catholic chapter or convent appointed for the week to sing the chapter mass and lead the recitation of the canonical hours
hebdomader,: a member of a Scottish university formerly appointed for the week to superintend student discipline
hebephrenia,": a form of schizophrenia characterized especially by incoherence, delusions lacking an underlying theme, and affect that is usually flat, inappropriate, or silly"
hebephrenic,": a form of schizophrenia characterized especially by incoherence, delusions lacking an underlying theme, and affect that is usually flat, inappropriate, or silly"
hebetate,: to make dull or obtuse
hebetation,: to make dull or obtuse
hebetude,": lethargy, dullness"
hebetudinous,": lethargy, dullness"
Hebraean,: a Hebrew scholar
Hebraic,": of, relating to, or characteristic of the Hebrews or their language or culture"
Hebraica,: things Hebraic
Hebraically,": of, relating to, or characteristic of the Hebrews or their language or culture"
Hebraism,: a characteristic feature of Hebrew occurring in another language
Hebraist,: a specialist in Hebrew and Hebraic studies
Hebraistic,: marked by Hebraisms
Hebraization,: to use Hebraisms
Hebraize,: to use Hebraisms
Hebrew,: the Semitic language of the ancient Hebrews
Hebrewism,:  hebraism
Hebrician,:  hebraist
Hebridean,"islands of western Scotland in the Atlantic, divided by Little Minch Strait into the"
Hebronite,: amblygonite
hebronite,: amblygonite
Hecate,": a Greek goddess associated especially with the underworld, night, and witchcraft"
hecatomb,: an ancient Greek and Roman sacrifice of 100 oxen or cattle
hecatontarchy,: government by 100 persons
Hechtia,: a genus of Mexican desert herbs (family Bromeliaceae) with rosettes of spiny leaves and ornamental floral bracts
heck,: hell sense 2
heckelphone,: a woodwind instrument of the oboe family pitched an octave below the normal oboe
Heckerism,": certain religious teachings (as the adaptation of traditional beliefs to the exigencies of modern culture, the exaltation of natural above supernatural virtues, the preference for active rather than passive virtue, the revision of traditional missionary technique) held to be erroneous by Pope Leo XIII"
heckle,": to harass and try to disconcert with questions, challenges, or gibes : badger"
heckler,: one who heckles someone (such as a performer or speaker) usually by shouting criticisms or insults
hectare,": a unit of area equal to 10,000 square meters  � see Metric System Table"
hecte,": any of several ancient Greek coins worth �/₆ stater, the most common of which was a coin of Phocaea and Lesbos made of electrum (see electrum sense 2)"
hectic,": characterized by activity, excitement, or confusion"
hectically,": characterized by activity, excitement, or confusion"
hecticness,: the quality or state of being hectic
hectocotyliferous,: bearing hectocotyli
hectocotylization,: transformation into a hectocotylus
hectocotylize,: to change into a hectocotylus
hectocotylus,: a modified arm of a male cephalopod that is specially and variously adapted to effect the fertilization of the eggs
hectogram,: a unit of mass equal to 100 grams  � see Metric System Table
hectograph,: a machine for making copies of a writing or drawing produced on a gelatin surface
hectoliter,: a unit of capacity equal to 100 liters  � see Metric System Table
hectometer,: a unit of length equal to 100 meters  � see Metric System Table
Hector,": a son of Priam, husband of Andromache, and Trojan champion slain by Achilles"
hector,": a son of Priam, husband of Andromache, and Trojan champion slain by Achilles"
hectoringly,": a son of Priam, husband of Andromache, and Trojan champion slain by Achilles"
heddle,: one of the sets of parallel cords or wires that with their mounting compose the harness used to guide warp threads in a loom
heddler,: drawer-in
hedebo,: an embroidery characterized by drawnwork and decorative stitching
hedenbergite,: a mineral CaFeSi2O6 consisting of a calcium-iron pyroxene
Hedeoma,: a small genus of American herbs (family Labiatae) having small flowers in axillary clusters and with bilabiate corolla and two stamens  � see pennyroyal sense 2
heder,: an elementary Jewish school in which children are taught to read the Torah and other books in Hebrew
Hedera,: a genus of Old World woody vines (family Araliaceae) usually having palmate leaves but in adult form often becoming shrubby with unlobed leaves  � see ivy
hederin,: a crystalline antibiotic glycoside C41H64O11 active against fungi and bacteria that is found especially in ivy
hedge,: a fence or boundary formed by a dense row of shrubs or low trees
hedgebote,: haybote
hedgehog,: any of a subfamily (Erinaceinae) of Eurasian and African nocturnal insectivores that have both hair and spines which they present outwardly by rolling themselves up when threatened
hedgehoggy,: tending to arouse aversion : forbidding
hedgehop,: to fly an airplane close to the ground and rise over obstacles as they appear
hedgehopper,: to fly an airplane close to the ground and rise over obstacles as they appear
hedgeless,: having no hedges
hedger,: a fence or boundary formed by a dense row of shrubs or low trees
hedgerow,: a row of shrubs or trees enclosing or separating fields
hedging,: a fence or boundary formed by a dense row of shrubs or low trees
hedgingly,: a fence or boundary formed by a dense row of shrubs or low trees
hedgy,: resembling or abounding in hedges
hedonic,": of, relating to, or characterized by pleasure"
hedonically,": of, relating to, or characterized by pleasure"
hedonics,: a theory of ethics dealing with or based on the relation of duty to pleasure
hedonism,: the doctrine that pleasure or happiness is the sole or chief good in life
hedonist,: a person who is devoted to the pursuit of pleasure : someone who practices hedonism
hedonistic,": devoted to the pursuit of pleasure : of, relating to, or characterized by hedonism"
hedonistically,": devoted to the pursuit of pleasure : of, relating to, or characterized by hedonism"
Hedychium,: a genus of tropical Asiatic herbs (family Zingiberaceae) having showy labiate flowers in a spike or spiky cluster  � see butterfly lily sense 1
hedyphane,": a mineral (Ca,Pb)5Cl(AsO4)3 consisting of a yellowish white monoclinic lead and calcium arsenate and chloride  � compare apatite"
Hedysarum,: a genus of herbs (family Leguminosae) of the north temperate zone and northern Africa with racemose flowers and flat pods that separate into nearly orbicular joints
heed,: to pay attention
heedful,: taking heed : attentive
heedfully,: taking heed : attentive
heedfulness,: taking heed : attentive
heedless,": not taking heed : inconsiderate, thoughtless"
heedlessly,": not taking heed : inconsiderate, thoughtless"
heedlessness,": not taking heed : inconsiderate, thoughtless"
heehaw,: the bray of a donkey
heel,: the back of the human foot below the ankle and behind the arch
heelball,: a composition of wax and lampblack used by shoemakers for polishing and by antiquarians for making rubbings of inscriptions
heeled,: the back of the human foot below the ankle and behind the arch
heeler,: one that heels
heelless,: the back of the human foot below the ankle and behind the arch
heelpath,: berm sense d
heelpiece,: a piece designed for or forming the heel (as of a shoe)
heelplate,: butt plate
heelpost,: a post to which a gate or door is hinged
heeltap,: a small quantity of alcoholic beverage remaining (as in a glass after drinking)
heeltree,: the whiffletree of a harrow
heemraad,: a council assisting a local Boer magistrate in the government of rural districts in South Africa prior to the establishment of British administration
heer,: an old unit of yarn measure of about 600 yards or �/₂₄ of a spindle
heeze,: hoist
heft,": weight, heaviness"
hefter,: a worker who sorts and grades hides or leather
heftily,: quite heavy
heftiness,: quite heavy
hefty,: quite heavy
hegari,: any of several Sudanese grain sorghums having chalky white seeds including one grown in the southwestern U.S.
Hegelian,": of, relating to, or characteristic of Hegel, his philosophy, or his dialectic method"
Hegelianism,: the philosophy of Hegel that places ultimate reality in ideas rather than in things and that uses dialectic to comprehend an absolute idea behind phenomena
Hegelianize,: to bring into conformity with Hegel's objective idealism or dialectic
hegemon,: something (such as a political state) having dominant influence or authority over others : one possessing hegemony
hegemonic,: preponderant influence or authority over others : domination
hegemony,: preponderant influence or authority over others : domination
hegira,: a journey especially when undertaken to escape from a dangerous or undesirable situation : exodus
hegumen,: the head of a religious community (as a small monastery) in the Eastern Church
Hehe,: a Bantu-speaking people of Tanganyika Territory
hei,high explosive incendiary
heiau,: a pre-Christian Hawaiian temple or other place of worship (as a stone platform or an earthen terrace)
heifer,: a young cow
height,: the part that rises or extends upward the greatest distance : the highest part : summit
heighten,: to increase the amount or degree of : augment
Heiltsuk,": a group of peoples including the Bellabella, China Hat, and Wikeno"
heimin,": the class of commoners consisting of peasants and laborers and traders in the Japanese social scale  � compare kwazoku, shizoku"
Heinesque,": of, relating to, or resembling the style of Heine"
Heinie,: buttocks
heinous,: hatefully or shockingly evil : abominable
heinously,: hatefully or shockingly evil : abominable
heinousness,: hatefully or shockingly evil : abominable
Heinz,: a cellular inclusion in a red blood cell that consists of damaged aggregated hemoglobin and is associated with some forms of hemolytic anemia
heir,: one who receives property from an ancestor : one who is entitled to inherit property
heirdom,: heritage
heiress,: a woman who is an heir especially to great wealth
heirless,: one who receives property from an ancestor : one who is entitled to inherit property
heirloom,: a piece of property (such as a deed or charter) that descends to the heir as an inseparable part of an inheritance of real property
heirship,: one who receives property from an ancestor : one who is entitled to inherit property
heitiki,: a greenstone charm in the shape of a human figure worn as a neck pendant by the Maoris
Hejazi,: a native or inhabitant of the Saudi Arabian region of Hejaz
helbeh,: fenugreek seed that is mixed with durra in a flour commonly used in Egypt
heldentenor,": a tenor with a powerful, dramatic voice well suited to heroic roles (as in Wagnerian operas)"
helder,"commune in the province of North Holland, in the western part of the Netherlands, on an outlet from the Waddenzee to the North Sea population 60,083"
Helen,: the wife of Menelaus whose abduction by Paris brings about the Trojan War
Helena,"city in west central Montana population 28,190"
helenin,: alantolactone or a mixture from elecampane root containing it
Helenium,: a genus of American herbs (family Compositae) with heads of yellow-rayed flowers and truncate-style branches  � see sneezeweed sense 1
helepole,: an ancient siege engine composed of a movable tower covering a battering ram
heliacal,: relating to or near the sun
