word,meaning
wite,: blame
witenagemot,": an Anglo-Saxon council made up of a varying number of nobles, prelates, and influential officials and convened from time to time to advise the king on administrative and judicial matters"
with,: in opposition to : against
withal,: together with this : besides
Withania,: a small genus of Old World tropical shrubs (family Solanaceae) having woolly leaves and clustered bell-shaped flowers with an enlarged fruiting calyx and including one plant (W. coagulans) used in the East Indies as a substitute for rennet in making cheese
withdraw,: to take back or away : remove
withdrawable,: to take back or away : remove
withdrawal,: the act of taking back or away something that has been granted or possessed
withdrawer,: one that withdraws
withdrawing,: to take back or away : remove
withdrawment,: withdrawal
withdrawn,: removed from immediate contact or easy approach : isolated
withdrawnness,: removed from immediate contact or easy approach : isolated
withe,: a slender flexible branch or twig
withen,: willow
wither,: to become dry and sapless
withered,: to become dry and sapless
witherer,: one that withers
withering,: acting or serving to cut down or destroy : devastating
witheringly,: acting or serving to cut down or destroy : devastating
witherite,: a translucent white or gray orthorhombic mineral consisting of a carbonate of barium
withernam,: the action of taking by way of reprisal : a second or reciprocal distress of other goods in lieu of goods taken by a first distress and eloigned
withers,: the ridge between the shoulder bones of a horse  � see horse illustration
withershins,": in a left-handed, wrong, or contrary direction : counterclockwise  � compare deasil"
withertip,": a blighting of terminal shoots or of the tips of leaves especially characteristic of various anthracnoses of citrus plants  � compare citrus anthracnose, lime anthracnose"
withewood,: withe rod
withheld,: to hold back from action : check
withhold,: to hold back from action : check
withholder,: to hold back from action : check
within,: in or into the interior : inside
withindoors,: indoors
withinside,: on the inner side
withinsides,: on the inner side
withness,: the state or fact of being close to or connected with someone or something : close association or proximity
without,: outside
withoutdoors,: outdoors
withouten,: without
withoutside,: on the outer part or surface
withstand,: to stand up against : oppose with firm determination
withstander,: one that withstands
withstandingness,: power or inclination to withstand
withstay,: to delay or hinder the course or coming of : withstand
withstood,: to stand up against : oppose with firm determination
withwind,: bindweed
withy,: willow
withywind,: bindweed
witless,: destitute of wit or understanding : foolish
witlessly,: destitute of wit or understanding : foolish
witlessness,: destitute of wit or understanding : foolish
witling,: a would-be wit
witloof,: chicory sense 1
witness,: attestation of a fact or event : testimony
witnessable,: capable of being witnessed
witnesser,: one that witnesses : witness
witney,: a heavy woolen cloth used especially for blankets
Witoto,: a people of southeastern Colombia
witteboom,: silver tree sense 1
witted,: having wit or understanding
witter,: the tee aimed at in curling
wittering,": a piece of information (as a sign, token, or hint)"
wittichenite,: a mineral Cu3BiS3 consisting of a tin-white to steel-gray copper bismuth sulfide and usually occurring in massive form
witticism,: a cleverly witty and often biting or ironic remark
witticize,: to express oneself wittily or indulge in witticisms
wittily,: marked by or full of clever humor or wit : smartly facetious or jocular
wittiness,: marked by or full of clever humor or wit : smartly facetious or jocular
witting,: knowledge or awareness of something : cognizance
wittingly,: knowledge or awareness of something : cognizance
wittol,: a man who knows of his wife's infidelity and puts up with it
witty,: marked by or full of clever humor or wit : smartly facetious or jocular
witwall,: the European great spotted woodpecker
wive,: to marry a woman
Wiyot,: a Ritwan people of the coast of northern California
wiz,: a person who is very good at something : wizard sense 2
wizard,: one skilled in magic : sorcerer
wizardly,: having characteristics of a wizard
wizardry,: the art or practices of a wizard : sorcery
wizen,": to become dry, shrunken, and wrinkled often as a result of aging or of failing vitality"
wizened,": to become dry, shrunken, and wrinkled often as a result of aging or of failing vitality"
wo,without
woad,: a European herb (Isatis tinctoria) of the mustard family formerly grown for the blue dyestuff yielded by its leaves
woader,: woadman
woadman,: one who dyes with woad
woadwaxen,: woodwaxen
wob,washed overboard
wobbegong,: carpet shark
wobble,: to move or proceed with an irregular rocking or staggering motion or unsteadily and clumsily from side to side
wobbler,: to move or proceed with an irregular rocking or staggering motion or unsteadily and clumsily from side to side
wobbliness,: to move or proceed with an irregular rocking or staggering motion or unsteadily and clumsily from side to side
wobbling,: to move or proceed with an irregular rocking or staggering motion or unsteadily and clumsily from side to side
wobbly,: a member of the Industrial Workers of the World
wodge,": a bulky mass or chunk : lump, wad"
woe,": a condition of deep suffering from misfortune, affliction, or grief"
woebegone,: strongly affected with woe : woeful
woebegoneness,: strongly affected with woe : woeful
woeful,: full of woe : grievous
woefully,: full of woe : grievous
woefulness,: full of woe : grievous
woehlerite,": a mineral NaCa2(Zr,Cb)Si2O8(O,OH,F) consisting of a basic silicate of zirconium, calcium, sodium, niobium, and other minerals in yellow or brown prismatic crystals"
woevine,: dodder laurel
woffler,: repairer
wokas,: a western American spatterdock (Nuphar polysepalum)
woke,: aware of and actively attentive to important facts and issues (especially issues of racial and social justice)
wokowi,: mescal sense 1
wold,: a usually upland area of open country
woldsman,: one who dwells on a wold or in a region of wolds
Wolf,": any of several large predatory canids (genus Canis) that are active mostly at night, live and hunt in packs, and resemble the related dogs"
wolf,": any of several large predatory canids (genus Canis) that are active mostly at night, live and hunt in packs, and resemble the related dogs"
wolfachite,": a silver-white or tin-white mineral Ni(As,Sb)S consisting of nickel sulfide, arsenide, and antimonide"
wolfberry,: a white-berried North American shrub (Symphoricarpos occidentalis) of the honeysuckle family
wolfer,: a hunter of wolves
Wolffia,": a genus of widely distributed floating aquatic plants (family Lemnaceae) that are the smallest flowering plants known, consist merely of a minute ovoid or globose leafless thallus producing the flowers from clefts or grooves, and are distinguished from members of the genus Lemna by the one-celled anthers and by the absence of roots"
Wolffian,: discovered or first described by Kaspar Friedrich Wolff
wolfhound,": any of several large dogs used especially formerly in hunting large animals (such as wolves)  � compare borzoi, Irish wolfhound"
Wolfian,: of or relating to Friedrich August Wolf
wolfish,: suggestive of a wolf
wolfishly,: suggestive of a wolf
wolfishness,: suggestive of a wolf
wolflike,": any of several large predatory canids (genus Canis) that are active mostly at night, live and hunt in packs, and resemble the related dogs"
wolfling,: a little or young wolf
wolfram,: wolframite
wolframate,: tungstate
wolframic,: tungstic
wolframine,: tungstite
wolframinium,: a light aluminum alloy similar to romanium
wolframite,: a brown to black mineral consisting of a tungstate of iron and manganese occurring especially in monoclinic crystals and used as a source of tungsten
wolfsbane,: any of several monkshoods (especially Aconitum napellus or A. lycoctonum)
wolfskin,: the skin of a wolf
wollastonite,: a triclinic mineral consisting of a native calcium silicate occurring usually in cleavable masses
wollomai,: snapper sense 3c
Wolof,: a Niger-Congo language of Senegambia
wolve,: wolf
wolveboon,: a small southern African tree or shrub (Toxicodendrum capensis) of the family Euphorbiaceae with very poisonous foliage
wolver,: one that behaves like a wolf
wolverine,: a carnivorous usually solitary mammal (Gulo gulo) of the weasel family of northern forests and associated tundra that is dark brown with a light brown band on each side of the body and is noted for its strength
woman,: an adult female person
womanfolk,: woman
womanfully,: with womanly constancy or spirit
womanhead,: womanhood
womanhood,: the state of being a woman
womanhouse,: laundry
womanish,: associated with or characteristic of women rather than men
womanishly,: associated with or characteristic of women rather than men
womanishness,: associated with or characteristic of women rather than men
womanism,: a form of feminism focused especially on the conditions and concerns of Black women
womanist,: a form of feminism focused especially on the conditions and concerns of Black women
womanity,: the nature of women : normal womanhood : womanliness
womanize,: to make effeminate
womanizer,: to make effeminate
womankind,: female human beings : women especially as distinguished from men
womanless,: an adult female person
womanlike,: womanly
womanliness,: the quality or state of being womanly (as in having qualities such as beauty or gentleness that are traditionally associated with a woman)
womanly,: having qualities traditionally associated with a woman
womanness,: womanliness
womanpost,: a female messenger
womb,: uterus
wombat,: any of several stocky burrowing Australian marsupials (genera Vombatus and Lasiorhinus of the family Vombatidae) resembling small bears
wombed,: uterus
womby,: hollow
womenfolk,: women
womenfolks,: women
womenkind,: womankind
won,the basic monetary unit of North Korea and South Korea  � see Money Table
wonder,: a cause of astonishment or admiration : marvel
wonderberry,: the edible fruit of the black nightshade
wonderer,: a cause of astonishment or admiration : marvel
wonderful,": exciting wonder : marvelous, astonishing"
wonderfully,": in a way or to an extent that excites wonder, astonishment, or amazement : amazingly, remarkably"
wonderfulness,": exciting wonder : marvelous, astonishing"
wondering,: a cause of astonishment or admiration : marvel
wonderingly,: in a wondering manner
wonderland,: an imaginary place of delicate beauty or magical charm
wonderless,: having no wonder
wonderment,: a cause of or occasion for wonder
wondermonger,: a person who tells of or exploits strange or freakish things
wondersome,: wonderful
wonderwork,": a marvelous act, work, or accomplishment"
wondrous,: that is to be marveled at : extraordinary
wondrously,: that is to be marveled at : extraordinary
wondrousness,: that is to be marveled at : extraordinary
wong,": field, meadow"
wonga,: an Australian woody vine (Pandorea pandorana) with loose panicles of yellowish white flowers
wongshy,: an Asian tree (Gardenia grandiflora)
woning,: dwelling
wonky,": characteristic of, relating to, or suggestive of a wonk: such as"
wonna,: will not
wonned,the basic monetary unit of North Korea and South Korea  � see Money Table
wonning,the basic monetary unit of North Korea and South Korea  � see Money Table
wont,": accustomed, used"
wonted,: usual or ordinary especially by reason of established habit
wontedly,: usual or ordinary especially by reason of established habit
wontedness,: usual or ordinary especially by reason of established habit
wonting,": accustomed, used"
woo,: to sue for the affection of and usually marriage with : court
wood,": the hard fibrous substance consisting basically of xylem that makes up the greater part of the stems, branches, and roots of trees or shrubs beneath the bark and is found to a limited extent in herbaceous plants"
woodagate,: agate formed by petrifaction of wood
woodbark,": a grayish yellowish brown that is stronger than deer, lighter and stronger than acorn, and lighter, stronger, and slightly yellower than olive wood"
woodbin,: a bin for holding firewood
woodbine,: any of several honeysuckles
woodbound,: bound with wood
woodburytype,: a process in which a gelatin relief produced by photographic methods and hardened is powerfully pressed on a plate of soft metal to produce an intaglio impression that upon inking may be used to print pictures directly
woodchat,: a black-and-white European shrike (Lanius senator) with a red crown and nape
woodchuck,": a grizzled thickset marmot (Marmota monax) chiefly of Alaska, Canada, and the northeastern U.S."
woodcock,": a shorebird (Scolopax rusticola) of Europe and Asia that frequents moist woodlands, has large eyes and rounded wings, is of a variously mottled reddish-brown, black, and buff color with a barred chest, and is often hunted as game"
woodcraft,: skill and practice in anything relating to the woods and especially in maintaining oneself and making one's way in the woods
woodcut,: a relief printing surface consisting of a wooden block with a usually pictorial design cut with the grain
woodcutter,: one that cuts wood
woodcutting,: the action or occupation of cutting wood or timber
wooded,: covered with growing trees
wooden,: made or consisting of wood
woodenhead,: blockhead
woodenheaded,": dense, stupid"
woodenly,: made or consisting of wood
woodenness,: made or consisting of wood
woodenware,: articles made of wood for domestic use
woodeny,: wooden
woodfish,: silverfish sense 2
woodgeld,: money paid in feudal times for the privilege of gathering or cutting wood in a forest
woodgrub,: a grub that is the larva of any of numerous wood-boring insects
woodhorse,: walking stick sense 2
woodiness,: abounding or overgrown with woods
wooding,": the hard fibrous substance consisting basically of xylem that makes up the greater part of the stems, branches, and roots of trees or shrubs beneath the bark and is found to a limited extent in herbaceous plants"
woodkern,: an Irish robber or outlaw frequenting a forest
woodland,": land covered with woody vegetation : timberland, forest"
woodlander,": land covered with woody vegetation : timberland, forest"
woodless,: having no wood
woodman,: woodsman
woodmonger,: a dealer in wood
woodmote,: a former minor English forest court with cognizance of trespasses in a forest
woodness,": insanity, madness"
woodpecker,": any of numerous birds (family Picidae) with zygodactyl feet, stiff spiny tail feathers used in climbing or resting on tree trunks, a usually extensible tongue, a very hard bill used to drill the bark or wood of trees for insect food or to excavate nesting cavities, and generally showy parti-colored plumage"
woodpile,: a pile of wood (such as firewood)
woodprint,: woodcut
woodranger,: ranger sense 4a
woodreeve,: an overseer of a forest
Woodruff,: any of a genus (Asperula) of Old World herbs of the madder family
woodruff,: any of a genus (Asperula) of Old World herbs of the madder family
woodsere,: cuckoo spit sense 1
woodshed,: a shed for storing wood and especially firewood
woodshop,: a shop in which woodworking is carried on
Woodsia,": a genus of small or medium-sized rock-inhabiting ferns (family Polypodiaceae) of temperate or cold regions having pinnate or bipinnate fronds, round sori, and wholly inferior roundish or stellate indusia"
woodside,: the margin of or country bordering on a wood
woodskin,: bark from which canoes are made
woodsman,: a person who frequents or works in the woods
woodspite,: green woodpecker
woodstone,: petrified wood
woodsy,: characteristic or suggestive of woods
woodwall,: green woodpecker
woodward,Robert Burns 1917�1979 American chemist
Woodwardia,: a genus of chain ferns (family Polypodiaceae) having linear lanceolate pinnae and sori in rows
woodware,: woodenware
woodwax,": a yellow-flowered Eurasian shrub (Genista tinctoria) common as a weed in England, adventive in North America, and sometimes cultivated for ornament"
woodwaxen,": a yellow-flowered Eurasian shrub (Genista tinctoria) common as a weed in England, adventive in North America, and sometimes cultivated for ornament"
woodwork,: work made of wood
woodworker,: used for woodworking
woodworking,: used for woodworking
woodworm,: an insect larva (as of a furniture beetle) that bores especially in dead wood
woodwright,: woodworker
Woody,: abounding or overgrown with woods
woody,: abounding or overgrown with woods
woodyard,: a yard for storing or sawing wood
wooer,: to sue for the affection of and usually marriage with : court
woof,: weft sense 1a
woofed,: weft sense 1a
woofer,": a loudspeaker usually larger than a tweeter, responsive only to the lower acoustic frequencies, and used for reproducing sounds of low pitch  � compare tweeter"
wooing,: to sue for the affection of and usually marriage with : court
wooingly,": attractively, alluringly"
wool,: the soft wavy or curly usually thick undercoat of various hairy mammals and especially the sheep made up of a matrix of keratin fibers and covered with minute scales
woold,: to wind or wrap a rope or chain round (as a mast or yard sprung or made of two or more pieces) at a fish or scarf for strengthening
woolder,: a stick used (as in woolding) to tighten a rope at a knot
woolding,: a rope or chain used in woolding
wooled,: having wool especially of a specified kind
woolen,: made of wool
wooler,: an animal (as an Angora rabbit) bred or kept for its wool
woolert,: barn owl
woolfell,: a skin from which the wool has not been sheared or pulled
woolgatherer,: to engage in woolgathering
woolgathering,: indulgence in idle daydreaming
woolgrower,: one that raises sheep for the production of wool
woolhead,: bufflehead
woollike,: resembling wool in texture or appearance
woolly,: resembling wool
woollyhead,: an impenetrable thicket of rhododendron or mountain laurel
woolman,: a dealer in wool
woolpack,: a wrapper of strong fabric into which fleeces are packed for shipment
woolsack,: woolpack sense 2
woolsey,: linsey-woolsey
woolshed,: a building or group of buildings (as on an Australian ranch) in which sheep are sheared and wool is prepared for market
woolskin,: a sheepskin having the wool still on it
woolsorter,: one that sorts wool according to grade specifications
woolsower,: a multicellular gall on the white oak made by a gallfly (Andricus seminator) in which each cell is covered by a coating of woolly filaments
woolweed,: pipewort
woolwheel,: a hand and foot operated spinning wheel for spinning wool
woolwork,: needlework (as embroidery on canvas or knitting) made with wool
woon,: a governor or other administrative officer in Burma
woons,: a governor or other administrative officer in Burma
wootz,: a steel made anciently in India by crude methods in small crucibles according to the oldest known process for making fused steel
woozy,: mentally unclear or hazy
wop,: an Italian person
wops,: an Italian person
worcester,": low-fired porcelain containing a frit and steatite produced at Worcester, England, from about 1751"
word,: a speech sound or series of speech sounds that symbolizes and communicates a meaning usually without being divisible into smaller units capable of independent use
wordage,: words
wordbook,": vocabulary, dictionary"
wordbuilding,: the act or process of forming words:
worded,: a speech sound or series of speech sounds that symbolizes and communicates a meaning usually without being divisible into smaller units capable of independent use
worder,: a verbose person
wordily,: using or containing many and usually too many words
wordiness,: using or containing many and usually too many words
wording,: the act or manner of expressing in words : phraseology
wordish,: made up of or having to do with words : verbal
wordishly,: made up of or having to do with words : verbal
wordishness,: made up of or having to do with words : verbal
wordle,: any of several pivoted pieces forming the throat of an adjustable die used in drawing wire or lead pipe
wordless,: not expressed in or accompanied by words
wordlessly,: not expressed in or accompanied by words
wordlessness,: not expressed in or accompanied by words
wordman,: one that is skilled in the use of words
wordmonger,: a writer who uses words for show or without particular regard for meaning
wordmongering,: the use of empty or bombastic words
wordmongery,: word-mongering
wordplay,: playful use of words : verbal wit
wordsmanship,: the art or craft of writing
wordsmith,: a person who works with words
wordster,: one that is adept in the use of words especially in an empty or bombastic manner
Wordsworthian,William 1770�1850 English poet; poet laureate (1843�50)
wordy,: using or containing many and usually too many words
work,: to perform work or fulfill duties regularly for wages or salary
workability,: capable of being worked
workable,: capable of being worked
workableness,: capable of being worked
workaday,": of, relating to, or suited for working days"
workaway,: a person who earns passage on a ship by working aboard the ship
workbag,: a bag for implements or materials for work
workbasket,: a basket for needlework
workbench,": a bench on which work especially of mechanics, machinists, and carpenters is performed"
workbook,: a worker's manual
workbox,: a box for work instruments and materials
workbrittle,: industrious
workday,: a day on which work is performed as distinguished from a day off
worked,": that has been subjected to some process of development, treatment, or manufacture"
worker,: one that works especially at manual or industrial labor or with a particular material
workfellow,: one engaged in the same work with another : companion in work
workfolk,: working people
workfolks,: working people
workgirl,: a girl employed for wages in manual labor especially in industry
workhand,: a person employed (as on a farm or in a factory or shop) by someone else
workhouse,: poorhouse
working,: the manner of functioning or operating : operation
workingman,: one who works for wages usually at manual labor
workingwoman,: workwoman
workless,: being without work : unemployed
worklessness,: being without work : unemployed
workman,: workingman
workmanlike,: characterized by the skill and efficiency typical of a good workman
workmanly,: workmanlike
workmanship,": something effected, made, or produced : work"
workmaster,: a master workman
workout,": a practice or exercise to test or improve one's fitness for athletic competition, ability, or performance"
workpeople,": workers, employees"
workpiece,: a piece of work in process of manufacture
workplace,: a place (such as a shop or factory) where work is done
workroom,: a room used for work
works,: to perform work or fulfill duties regularly for wages or salary
workshop,: a small establishment where manufacturing or handicrafts are carried on
workstand,: worktable
worktable,: a table for holding working materials and implements
workwoman,: a woman who works
world,: the earthly state of human existence
worldful,: as much or as many as would fill a world
worldlet,: a little world
worldliness,": of, relating to, or devoted to this world and its pursuits rather than to religion or spiritual affairs"
worldling,: a person engrossed in the concerns of this present world
worldly,": of, relating to, or devoted to this world and its pursuits rather than to religion or spiritual affairs"
worldward,: in the direction of or toward the world
worm,: earthworm
wormed,: earthworm
wormer,: a drug used in veterinary medicine to worm an animal
wormhole,: a hole or passage burrowed by a worm
Wormian,: a small irregular inconstant plate of bone interposed in a suture between large cranial bones
worming,: earthworm
wormless,: free from or lacking worms
wormlike,: earthworm
wormling,: a small worm
wormroot,: pinkroot
wormseed,: any of various plants whose seeds possess anthelmintic properties: such as
wormweed,: pinkroot
wormwood,: artemisia
wormy,": containing, abounding in, or infested with or as if with worms"
wornness,: the quality or state of being worn
worricow,": bugaboo, hobgoblin"
worried,: mentally troubled or concerned : feeling or showing concern or anxiety about what is happening or might happen
worriedly,: mentally troubled or concerned : feeling or showing concern or anxiety about what is happening or might happen
worrier,": choke, strangle"
worriless,: free from care or worries
worriment,: an act or instance of worrying
worrisome,: causing distress or worry
worrisomely,: causing distress or worry
worrisomeness,: causing distress or worry
worrit,": vex, distress, worry"
worry,": choke, strangle"
worrying,: causing worry : creating reason for worry : troubling
worryingly,: causing worry : creating reason for worry : troubling
worrywart,: a person who is inclined to worry unduly
worse,": of more inferior quality, value, or condition"
worsement,: deterioration in the value or usefulness of a piece of real property caused by action taken by outside persons or interests without the consent of the owner of the property  � compare betterment
worsen,: to make worse
worseness,: the quality or state of being worse
worsening,: to make worse
worser,: worse
worship,: to honor or show reverence for as a divine being or supernatural power
worshipable,: worshipful sense 3
worshiper,: to honor or show reverence for as a divine being or supernatural power
worshipful,": notable, distinguished"
worshipfully,": notable, distinguished"
worshipfulness,": notable, distinguished"
worshipingly,: in a worshiping or adoring manner
worshipless,: lacking worship or worshippers
worst,": most corrupt, bad, evil, or ill"
worsted,": a smooth compact yarn from long wool fibers used especially for firm napless fabrics, carpeting, or knitting"
wort,: plant
worth,: monetary value
worthful,: full of merit
worthiest,: having worth or value : estimable
worthily,: having worth or value : estimable
worthiness,: having worth or value : estimable
worthless,: lacking worth : valueless
worthlessly,: lacking worth : valueless
worthlessness,: lacking worth : valueless
worthy,: having worth or value : estimable
wot,: know
wots,: know
woubit,: a hairy caterpillar
wough,: the wall or partition of a house
would,: should
wound,": an injury to the body (as from violence, accident, or surgery) that typically involves laceration or breaking of a membrane (such as the skin) and usually damage to underlying tissues"
wounded,: wounded persons
woundily,": excessively, extremely"
wounding,": an injury to the body (as from violence, accident, or surgery) that typically involves laceration or breaking of a membrane (such as the skin) and usually damage to underlying tissues"
woundingly,: in a wounding manner : hurtfully
woundless,: free from wounds : unwounded
wounds,": an injury to the body (as from violence, accident, or surgery) that typically involves laceration or breaking of a membrane (such as the skin) and usually damage to underlying tissues"
woundwort,: any of various plants whose soft downy leaves have been used in the dressing of wounds: such as
woundy,": extremely, excessively"
wourali,: curare
wourari,: curare
woven,: a woven fabric
wow,: a striking success : hit
wowser,: an obtrusively puritanical person
Woyaway,": a Cariban people of the borderlands of Brazil, British Guiana, and Surinam"
wrack,: a wrecked ship
wrackful,: destructive
wraith,: the exact likeness of a living person seen usually just before death as an apparition
wraithlike,: the exact likeness of a living person seen usually just before death as an apparition
wrangle,: to dispute angrily or peevishly : bicker
wrangler,: a bickering disputant
wrap,: to cover especially by winding or folding
wrappage,: something that wraps : an outer covering (as of a package)
wrapped,: to cover especially by winding or folding
wrapper,: that in which something is wrapped: such as
wrappering,: coarse material used for wrapping
wrapping,: something used to wrap an object : wrapper
wraprascal,: a long loose overcoat worn especially in the 18th century
wrasse,: any of a large family (Labridae) of elongate usually brilliantly colored marine bony fishes that usually bury themselves in sand at night and include important food fishes as well as a number of popular aquarium fishes
wrath,: strong vengeful anger or indignation
wrathful,: filled with wrath : irate
wrathfully,: filled with wrath : irate
wrathfulness,: filled with wrath : irate
wrathily,: in a wrathy manner
wrathy,: wrathful
wrawl,": cry, howl, mewl"
wraxle,: wrestle
wreak,": bring about, cause"
wreakful,: revengeful
wreath,: something intertwined or arranged in a circular shape: such as
wreathe,: to shape into a wreath
wreathed,: to shape into a wreath
wreathen,: made into a wreath : wreathed
wreather,: one that wreathes
wreathingly,: in a wreathing manner : spirally
wreathless,: having no wreath
wreathlet,: a small wreath
wreathy,: having the form of a wreath
wreck,: something cast up on the land by the sea especially after a shipwreck
wreckage,: the act of wrecking : the state of being wrecked
wrecker,: one that searches for or works on the wrecks of ships (as for rescue or for plunder)
wreckfish,: stonebass
wreckful,: causing wreck : involving ruin : destructive
wrecking,: something cast up on the land by the sea especially after a shipwreck
Wren,: any of a family (Troglodytidae) of small typically brownish oscine singing birds
wren,: any of a family (Troglodytidae) of small typically brownish oscine singing birds
wrench,: to move with a violent twist
wrenched,: to move with a violent twist
wrencher,: one that wrenches or works with a wrench
wrenchingly,: to move with a violent twist
wrenlet,: a little wren
wrest,": to pull, force, or move by violent wringing or twisting movements"
wrester,: one that wrests meanings : perverter
wresting,": to pull, force, or move by violent wringing or twisting movements"
wrestle,: to contend by grappling with and striving to trip or throw an opponent down or off balance
wrestler,: to contend by grappling with and striving to trip or throw an opponent down or off balance
wrestling,: a sport or contest in which two unarmed individuals struggle hand to hand with each attempting to subdue or unbalance the other
wretch,: a miserable person : one who is profoundly unhappy or in great misfortune
wretched,": deeply afflicted, dejected, or distressed in body or mind"
wretchedly,": deeply afflicted, dejected, or distressed in body or mind"
wretchedness,": deeply afflicted, dejected, or distressed in body or mind"
wretchless,: reckless
wretchlessness,: recklessness
wried,": twist, writhe"
wriggle,: to move the body or a bodily part to and fro with short writhing motions like a worm : squirm
wriggler,: one that wriggles
wrigglingly,: in a wriggling manner
wriggly,: to move the body or a bodily part to and fro with short writhing motions like a worm : squirm
wright,: a worker skilled in the manufacture especially of wooden objects
wring,: to squeeze or twist especially so as to make dry or to extract moisture or liquid
wringbolt,: an eyebolt with the end cut in a wood screw used in shipbuilding as a temporary plank fastening while the permanent fastenings are being driven
wringer,: one that wrings: such as
wringstaff,: a strong piece of wood used in the ring of a wringbolt
wrinkle,: a small ridge or furrow especially when formed on a surface by the shrinking or contraction of a smooth substance : crease
wrinkled,: a small ridge or furrow especially when formed on a surface by the shrinking or contraction of a smooth substance : crease
wrinkledness,: the quality or state of being wrinkled
wrinkleless,: having no wrinkles : smooth
wrinkly,: a small ridge or furrow especially when formed on a surface by the shrinking or contraction of a smooth substance : crease
wrist,: the joint or the region of the joint between the human hand and the arm or a corresponding part on a lower animal
wristband,: the part of a sleeve covering the wrist
wristbone,: a carpal bone
wristed,: effeminate
wrister,: a warm knitted covering for the wrist
wristlet,: a band encircling the wrist
wristlock,: a wrestling hold in which one contestant is thrown or made helpless by a twisting grip on the wrist
wristwork,: flexion of the wrist (as in stroking a ball)
writ,: something written : writing
writable,: capable of being put in writing
writative,: addicted to writing
write,": to form (characters, symbols, etc.) on a surface with an instrument (such as a pen)"
writer,: one that writes: such as
writership,: the position or function of a writer in the East India Company
writhe,: to twist into coils or folds
writhed,: to twist into coils or folds
writhen,: being twisted or contorted
writhing,: to twist into coils or folds
writhingly,: in a writhing manner : with or by twisting
writing,: the act or process of one who writes: such as
written,: made or done in writing
wrizzled,": wrinkled, shriveled"
wro,war risks only
wrong,": an injurious, unfair, or unjust act : action or conduct inflicting harm without due provocation or just cause"
wrongdoer,: one that does wrong
wrongdoing,: evil or improper behavior or action
wronged,: being injured unjustly : suffering a wrong
wronger,": an injurious, unfair, or unjust act : action or conduct inflicting harm without due provocation or just cause"
wrongful,": wrong, unjust"
wrongfully,": wrong, unjust"
wrongfulness,": wrong, unjust"
wronghead,: one that is wrongheaded
wrongheaded,: stubborn in adherence to wrong opinion or principles
wrongheadedly,: stubborn in adherence to wrong opinion or principles
wrongheadedness,: stubborn in adherence to wrong opinion or principles
wronghearted,: wrong or perverse in feeling : unjust
wrongheartedness,: wrong or perverse in feeling : unjust
wrongness,": an injurious, unfair, or unjust act : action or conduct inflicting harm without due provocation or just cause"
wrongous,": characterized by unfairness : iniquitous, wrongful"
wrongously,": characterized by unfairness : iniquitous, wrongful"
Wronskian,: a mathematical determinant whose first row consists of n functions of x and whose following rows consist of the successive derivatives of these same functions with respect to x
wrote,": to form (characters, symbols, etc.) on a surface with an instrument (such as a pen)"
wroth,: intensely angry : highly incensed : wrathful
wrothful,: filled with anger
wrothy,: wrathful
wrought,: worked into shape by artistry or effort
wry,": twist, writhe"
wrybill,: a peculiar shorebird (Anarhynchus frontalis) of New Zealand that is related to the plovers and unique in having its bill sharply deflected to the right
wryly,": twist, writhe"
wrymouth,: a large eellike blenny (Cryptacanthodes maculatus) of the northern Atlantic coast of North America
wryneck,: either of two Old World woodpeckers (Jynx torquilla or J. ruficollis) that differ from the typical woodpeckers in having soft tail feathers and a peculiar manner of writhing the neck
wryness,": twist, writhe"
wrytail,: a tail twisted to one side
Wu,: a group of Chinese dialects spoken principally in Jiangsu and Zhejiang provinces
Wuchereria,: a genus of filarial worms of the family Dipetalonematidae including a parasite (W. bancrofti) that causes elephantiasis
wud,": insane, mad"
wulfenite,: a tetragonal mineral that is a complex oxide of lead and molybdenum and occurs especially in bright orange-yellow tabular crystals
Wundtian,: of or relating to Wilhelm Wundt or his theories or investigations
wurley,: a native Australian hut
Wurmian,: of or relating to the W�rm
wurtzilite,: an asphalt similar to uintaite in composition
wurtzite,: a brownish black mineral ZnS that consists of zinc sulfide in hemimorphic hexagonal crystals or a fibrous state and that is polymorphous with sphalerite
wurzel,: mangel
wuss,": a weak, cowardly, or ineffectual person : wimp"
wuther,: to blow with a dull roaring sound
wuzzy,: a native Sudanese warrior
wy,Wyoming
Wyandot,: a member of an American Indian group formed in the 17th century by Hurons and other Indians fleeing the Iroquois
Wyandotte,: any of a U.S. breed of medium-sized domestic chickens raised for meat and eggs
Wycliffian,John circa 1330�1384 English religious reformer and theologian
Wycliffism,: the teachings or principles of John Wycliffe
Wycliffist,:  lollard
Wycliffite,: lollard
wye,: a Y-shaped part or object
Wyethia,": a genus of plants (family Compositae) that resemble sunflowers, are found especially in the western U.S., and have pistillate fertile ray flowers"
Wykehamist,: a student or graduate of Winchester College
wyliecoat,: a warm undergarment
wyn,: a runic letter used in Old English and Middle English to represent the consonant \w\
wynd,: a very narrow street
wynkernel,: moorhen sense 2
wynn,: a runic letter used in Old English and Middle English to represent the consonant \w\
Wyomingite,"state in the northwestern U.S.; capital Cheyenne area 97,914 square miles (254,576 square kilometers), population 563,626"
wyomingite,"state in the northwestern U.S.; capital Cheyenne area 97,914 square miles (254,576 square kilometers), population 563,626"
X,: the 24th letter of the English alphabet
x,: the 24th letter of the English alphabet
